#,Date-Time (HST),"pH , pH","Temperature , °C","Millivolts , mv"
5126,04/17/2026 05:52:00,7.68,25.65,-47.33
5127,04/17/2026 05:53:00,7.68,25.62,-47.19
5128,04/17/2026 05:54:00,7.68,25.60,-47.13
5129,04/17/2026 05:55:00,7.67,25.57,-46.35
5130,04/17/2026 05:56:00,7.67,25.57,-46.78
5131,04/17/2026 05:57:00,7.68,25.57,-47.28
5132,04/17/2026 05:58:00,7.69,25.60,-47.58
5133,04/17/2026 05:59:00,7.70,25.60,-48.36
5134,04/17/2026 06:00:00,7.69,25.62,-48.05
5135,04/17/2026 06:01:00,7.69,25.60,-47.81
5136,04/17/2026 06:02:00,7.69,25.60,-47.83
5137,04/17/2026 06:03:00,7.69,25.57,-47.78
5138,04/17/2026 06:04:00,7.69,25.55,-47.80
5139,04/17/2026 06:05:00,7.68,25.55,-47.41
5140,04/17/2026 06:06:00,7.69,25.55,-47.52
5141,04/17/2026 06:07:00,7.68,25.57,-47.44
5142,04/17/2026 06:08:00,7.67,25.53,-46.78
5143,04/17/2026 06:09:00,7.68,25.55,-47.02
5144,04/17/2026 06:10:00,7.68,25.50,-47.17
5145,04/17/2026 06:11:00,7.68,25.53,-47.33
5146,04/17/2026 06:12:00,7.68,25.55,-47.41
5147,04/17/2026 06:13:00,7.69,25.53,-47.56
5148,04/17/2026 06:14:00,7.68,25.53,-47.42
5149,04/17/2026 06:15:00,7.69,25.50,-48.02
5150,04/17/2026 06:16:00,7.69,25.48,-47.77
5151,04/17/2026 06:17:00,7.69,25.45,-47.55
5152,04/17/2026 06:18:00,7.69,25.48,-47.56
5153,04/17/2026 06:19:00,7.68,25.38,-47.42
5154,04/17/2026 06:20:00,7.67,25.36,-46.61
5155,04/17/2026 06:21:00,7.67,25.31,-46.45
5156,04/17/2026 06:22:00,7.66,25.28,-46.08
5157,04/17/2026 06:23:00,7.66,25.28,-46.20
5158,04/17/2026 06:24:00,7.67,25.28,-46.30
5159,04/17/2026 06:25:00,7.66,25.28,-45.97
5160,04/17/2026 06:26:00,7.63,25.23,-44.50
5161,04/17/2026 06:27:00,7.65,25.33,-45.14
5162,04/17/2026 06:28:00,7.64,25.31,-44.67
5163,04/17/2026 06:29:00,7.62,25.23,-43.78
5164,04/17/2026 06:30:00,7.62,25.28,-43.83
5165,04/17/2026 06:31:00,7.60,25.16,-42.53
5166,04/17/2026 06:32:00,7.60,25.14,-42.69
5167,04/17/2026 06:33:00,7.63,25.09,-44.08
5168,04/17/2026 06:34:00,7.71,25.04,-48.91
5169,04/17/2026 06:35:00,7.80,24.90,-54.10
5170,04/17/2026 06:36:00,7.92,24.87,-60.85
5171,04/17/2026 06:37:00,7.96,24.85,-63.28
5172,04/17/2026 06:38:00,7.96,24.77,-63.38
5173,04/17/2026 06:39:00,7.95,24.73,-62.71
5174,04/17/2026 06:40:00,7.93,24.63,-61.49
5175,04/17/2026 06:41:00,7.91,24.53,-60.41
5176,04/17/2026 06:42:00,7.89,24.46,-59.35
5177,04/17/2026 06:43:00,7.88,24.48,-58.42
5178,04/17/2026 06:44:00,7.87,24.48,-58.14
5179,04/17/2026 06:45:00,7.85,24.44,-56.64
5180,04/17/2026 06:46:00,7.80,24.27,-54.16
5181,04/17/2026 06:47:00,7.81,24.24,-54.24
5182,04/17/2026 06:48:00,7.76,24.12,-51.66
5183,04/17/2026 06:49:00,7.75,24.10,-51.28
5184,04/17/2026 06:50:00,7.74,24.10,-50.24
5185,04/17/2026 06:51:00,7.68,24.03,-46.70
5186,04/17/2026 06:52:00,7.64,24.00,-44.75
5187,04/17/2026 06:53:00,7.59,23.95,-42.10
5188,04/17/2026 06:54:00,7.58,23.98,-41.35
5189,04/17/2026 06:55:00,7.51,23.93,-37.47
5190,04/17/2026 06:56:00,7.50,23.93,-36.70
5191,04/17/2026 06:57:00,7.47,23.93,-34.64
5192,04/17/2026 06:58:00,7.46,24.00,-34.63
5193,04/17/2026 06:59:00,7.43,24.00,-32.70
5194,04/17/2026 07:00:00,7.41,24.03,-31.20
5195,04/17/2026 07:01:00,7.32,24.00,-26.22
5196,04/17/2026 07:02:00,7.30,24.32,-25.28
5197,04/17/2026 07:03:00,7.26,24.60,-22.66
5198,04/17/2026 07:04:00,7.18,24.92,-18.38
5199,04/17/2026 07:05:00,7.07,25.21,-11.94
5200,04/17/2026 07:06:00,6.86,25.48,0.00
5201,04/17/2026 07:07:00,6.83,25.77,1.84
5202,04/17/2026 07:08:00,6.81,26.13,2.84
5203,04/17/2026 07:09:00,6.81,26.48,3.11
5204,04/17/2026 07:10:00,6.69,26.79,10.09
5205,04/17/2026 07:11:00,6.69,27.09,10.00
5206,04/17/2026 07:12:00,6.59,27.14,16.03
5207,04/17/2026 07:13:00,6.60,27.28,15.39
5208,04/17/2026 07:14:00,6.62,27.26,14.27
5209,04/17/2026 07:15:00,6.70,27.01,9.25
5210,04/17/2026 07:16:00,6.76,26.89,5.91
5211,04/17/2026 07:17:00,6.81,26.79,3.06
5212,04/17/2026 07:18:00,6.81,26.77,2.80
5213,04/17/2026 07:19:00,6.90,26.60,-2.33
5214,04/17/2026 07:20:00,6.96,26.52,-5.70
5215,04/17/2026 07:21:00,6.97,26.40,-6.25
5216,04/17/2026 07:22:00,6.95,26.38,-5.13
5217,04/17/2026 07:23:00,6.97,26.43,-6.38
5218,04/17/2026 07:24:00,6.97,26.60,-6.23
5219,04/17/2026 07:25:00,6.99,26.55,-7.64
5220,04/17/2026 07:26:00,6.95,26.52,-4.86
5221,04/17/2026 07:27:00,6.93,26.48,-4.14
5222,04/17/2026 07:28:00,6.99,26.43,-7.25
5223,04/17/2026 07:29:00,6.97,26.45,-6.42
5224,04/17/2026 07:30:00,6.96,26.45,-5.47
5225,04/17/2026 07:31:00,6.90,26.55,-2.22
5226,04/17/2026 07:32:00,6.93,26.79,-3.98
5227,04/17/2026 07:33:00,6.82,27.01,2.38
5228,04/17/2026 07:34:00,6.78,27.33,4.63
5229,04/17/2026 07:35:00,6.74,27.53,7.06
5230,04/17/2026 07:36:00,6.72,27.63,8.48
5231,04/17/2026 07:37:00,6.78,27.68,5.06
5232,04/17/2026 07:38:00,6.78,27.78,4.92
5233,04/17/2026 07:39:00,6.73,28.00,7.58
5234,04/17/2026 07:40:00,6.78,28.27,4.89
5235,04/17/2026 07:41:00,6.76,28.54,6.22
5236,04/17/2026 07:42:00,6.66,28.87,12.02
5237,04/17/2026 07:43:00,6.59,29.21,15.81
5238,04/17/2026 07:44:00,6.61,29.36,14.53
5239,04/17/2026 07:45:00,6.64,29.49,13.16
5240,04/17/2026 07:46:00,6.72,29.66,8.38
5241,04/17/2026 07:47:00,6.71,29.82,9.17
5242,04/17/2026 07:48:00,6.67,30.04,11.64
5243,04/17/2026 07:49:00,6.69,30.07,10.22
5244,04/17/2026 07:50:00,6.68,30.02,10.56
5245,04/17/2026 07:51:00,6.68,29.99,10.69
5246,04/17/2026 07:52:00,6.71,29.82,8.81
5247,04/17/2026 07:53:00,6.81,29.61,3.00
5248,04/17/2026 07:54:00,6.77,29.59,5.22
5249,04/17/2026 07:55:00,6.78,29.69,5.16
5250,04/17/2026 07:56:00,6.77,29.79,5.53
5251,04/17/2026 07:57:00,6.76,29.59,6.36
5252,04/17/2026 07:58:00,6.80,29.56,4.02
5253,04/17/2026 07:59:00,6.79,29.46,4.11
5254,04/17/2026 08:00:00,6.80,29.39,3.61
5255,04/17/2026 08:01:00,6.82,29.34,2.42
5256,04/17/2026 08:02:00,6.78,29.31,4.84
5257,04/17/2026 08:03:00,6.80,29.31,3.98
5258,04/17/2026 08:04:00,6.71,29.41,9.17
5259,04/17/2026 08:05:00,6.74,29.69,7.39
5260,04/17/2026 08:06:00,6.63,29.89,13.64
5261,04/17/2026 08:07:00,6.63,29.92,13.50
5262,04/17/2026 08:08:00,6.70,29.89,9.58
5263,04/17/2026 08:09:00,6.72,30.04,8.20
5264,04/17/2026 08:10:00,6.63,30.22,13.72
5265,04/17/2026 08:11:00,6.63,30.19,13.63
5266,04/17/2026 08:12:00,6.62,30.14,14.53
5267,04/17/2026 08:13:00,6.72,30.02,8.69
5268,04/17/2026 08:14:00,6.71,29.89,9.02
5269,04/17/2026 08:15:00,6.80,29.77,4.00
5270,04/17/2026 08:16:00,6.81,29.64,3.39
5271,04/17/2026 08:17:00,6.80,29.41,3.91
5272,04/17/2026 08:18:00,6.83,29.36,1.70
5273,04/17/2026 08:19:00,6.86,29.14,0.47
5274,04/17/2026 08:20:00,6.90,28.97,-1.98
5275,04/17/2026 08:21:00,6.88,28.79,-1.16
5276,04/17/2026 08:22:00,6.92,28.77,-3.09
5277,04/17/2026 08:23:00,6.88,28.94,-0.81
5278,04/17/2026 08:24:00,6.83,28.99,1.88
5279,04/17/2026 08:25:00,6.81,29.04,3.16
5280,04/17/2026 08:26:00,6.77,29.04,5.73
5281,04/17/2026 08:27:00,6.76,28.89,6.14
5282,04/17/2026 08:28:00,6.77,28.79,5.73
5283,04/17/2026 08:29:00,6.80,28.74,3.50
5284,04/17/2026 08:30:00,6.76,28.74,5.97
5285,04/17/2026 08:31:00,6.76,28.72,5.78
5286,04/17/2026 08:32:00,6.81,28.72,3.25
5287,04/17/2026 08:33:00,6.86,28.74,0.45
5288,04/17/2026 08:34:00,6.83,28.69,2.19
5289,04/17/2026 08:35:00,6.77,28.64,5.47
5290,04/17/2026 08:36:00,6.83,28.59,1.80
5291,04/17/2026 08:37:00,6.81,28.54,3.33
5292,04/17/2026 08:38:00,6.80,28.49,3.59
5293,04/17/2026 08:39:00,6.83,28.49,1.83
5294,04/17/2026 08:40:00,6.86,28.39,0.30
5295,04/17/2026 08:41:00,6.85,28.42,0.72
5296,04/17/2026 08:42:00,6.86,28.30,0.38
5297,04/17/2026 08:43:00,6.89,28.39,-1.48
5298,04/17/2026 08:44:00,6.89,28.34,-1.44
5299,04/17/2026 08:45:00,6.90,28.39,-1.97
5300,04/17/2026 08:46:00,6.81,28.37,3.03
5301,04/17/2026 08:47:00,6.85,28.39,0.59
5302,04/17/2026 08:48:00,6.86,28.39,-0.08
5303,04/17/2026 08:49:00,6.83,28.39,2.20
5304,04/17/2026 08:50:00,6.84,28.39,1.14
5305,04/17/2026 08:51:00,6.84,28.34,1.39
5306,04/17/2026 08:52:00,6.78,28.22,4.63
5307,04/17/2026 08:53:00,6.84,28.12,1.50
5308,04/17/2026 08:54:00,6.91,28.10,-2.58
5309,04/17/2026 08:55:00,6.90,28.15,-1.88
5310,04/17/2026 08:56:00,6.86,28.17,0.16
5311,04/17/2026 08:57:00,6.87,28.05,-0.55
5312,04/17/2026 08:58:00,6.89,28.10,-1.28
5313,04/17/2026 08:59:00,6.89,28.07,-1.58
5314,04/17/2026 09:00:00,6.89,28.05,-1.75
5315,04/17/2026 09:01:00,6.87,28.02,-0.38
5316,04/17/2026 09:02:00,6.90,27.95,-2.03
5317,04/17/2026 09:03:00,6.91,27.85,-2.75
5318,04/17/2026 09:04:00,6.91,27.92,-2.61
5319,04/17/2026 09:05:00,6.95,27.95,-5.22
5320,04/17/2026 09:06:00,6.89,27.92,-1.52
5321,04/17/2026 09:07:00,6.94,27.92,-4.55
5322,04/17/2026 09:08:00,6.90,27.92,-2.20
5323,04/17/2026 09:09:00,6.91,27.92,-2.94
5324,04/17/2026 09:10:00,6.91,27.90,-2.61
5325,04/17/2026 09:11:00,6.85,27.85,0.92
5326,04/17/2026 09:12:00,6.92,27.83,-3.50
5327,04/17/2026 09:13:00,6.92,27.78,-3.31
5328,04/17/2026 09:14:00,6.93,27.73,-3.72
5329,04/17/2026 09:15:00,7.00,27.70,-8.06
5330,04/17/2026 09:16:00,7.04,27.63,-10.23
5331,04/17/2026 09:17:00,7.04,27.06,-10.22
5332,04/17/2026 09:18:00,7.25,26.87,-22.22
5333,04/17/2026 09:19:00,7.36,26.74,-28.53
5334,04/17/2026 09:20:00,7.44,26.65,-33.44
5335,04/17/2026 09:21:00,7.56,26.60,-40.22
5336,04/17/2026 09:22:00,7.70,26.55,-48.42
5337,04/17/2026 09:23:00,7.88,26.50,-58.80
5338,04/17/2026 09:24:00,7.89,26.48,-59.70
5339,04/17/2026 09:25:00,7.90,26.45,-59.78
5340,04/17/2026 09:26:00,7.88,26.40,-59.00
5341,04/17/2026 09:27:00,7.88,26.35,-58.58
5342,04/17/2026 09:28:00,7.87,26.33,-58.45
5343,04/17/2026 09:29:00,7.87,26.30,-58.19
5344,04/17/2026 09:30:00,7.87,26.30,-58.33
5345,04/17/2026 09:31:00,7.88,26.28,-58.58
5346,04/17/2026 09:32:00,7.88,26.26,-58.63
5347,04/17/2026 09:33:00,7.87,26.26,-58.06
5348,04/17/2026 09:34:00,7.87,26.26,-57.99
5349,04/17/2026 09:35:00,7.86,26.26,-57.95
5350,04/17/2026 09:36:00,7.87,26.21,-58.16
5351,04/17/2026 09:37:00,7.88,26.18,-58.67
5352,04/17/2026 09:38:00,7.88,26.13,-58.80
5353,04/17/2026 09:39:00,7.88,26.08,-58.75
5354,04/17/2026 09:40:00,7.88,26.08,-58.70
5355,04/17/2026 09:41:00,7.87,26.06,-58.25
5356,04/17/2026 09:42:00,7.87,26.04,-58.14
5357,04/17/2026 09:43:00,7.87,26.04,-58.17
5358,04/17/2026 09:44:00,7.87,26.04,-58.41
5359,04/17/2026 09:45:00,7.88,26.06,-58.56
5360,04/17/2026 09:46:00,7.88,26.06,-58.78
5361,04/17/2026 09:47:00,7.88,26.06,-58.88
5362,04/17/2026 09:48:00,7.88,26.08,-59.00
5363,04/17/2026 09:49:00,7.89,26.08,-59.13
5364,04/17/2026 09:50:00,7.89,26.11,-59.25
5365,04/17/2026 09:51:00,7.89,26.11,-59.36
5366,04/17/2026 09:52:00,7.89,26.11,-59.44
5367,04/17/2026 09:53:00,7.89,26.13,-59.50
5368,04/17/2026 09:54:00,7.89,26.13,-59.56
5369,04/17/2026 09:55:00,7.89,26.16,-59.52
5370,04/17/2026 09:56:00,7.90,26.18,-59.77
5371,04/17/2026 09:57:00,7.90,26.18,-59.74
5372,04/17/2026 09:58:00,7.90,26.18,-59.92
5373,04/17/2026 09:59:00,7.90,26.18,-59.85
5374,04/17/2026 10:00:00,7.90,26.21,-59.70
5375,04/17/2026 10:01:00,7.89,26.21,-59.41
5376,04/17/2026 10:02:00,7.89,26.23,-59.39
5377,04/17/2026 10:03:00,7.89,26.23,-59.30
5378,04/17/2026 10:04:00,7.89,26.26,-59.42
5379,04/17/2026 10:05:00,7.89,26.26,-59.45
5380,04/17/2026 10:06:00,7.89,26.28,-59.58
5381,04/17/2026 10:07:00,7.90,26.28,-59.77
5382,04/17/2026 10:08:00,7.89,26.30,-59.66
5383,04/17/2026 10:09:00,7.89,26.30,-59.58
5384,04/17/2026 10:10:00,7.89,26.30,-59.36
5385,04/17/2026 10:11:00,7.89,26.30,-59.27
5386,04/17/2026 10:12:00,7.89,26.30,-59.24
5387,04/17/2026 10:13:00,7.88,26.30,-59.06
5388,04/17/2026 10:14:00,7.88,26.30,-59.13
5389,04/17/2026 10:15:00,7.88,26.30,-58.94
5390,04/17/2026 10:16:00,7.88,26.30,-58.67
5391,04/17/2026 10:17:00,7.88,26.30,-58.66
5392,04/17/2026 10:18:00,7.88,26.30,-58.80
5393,04/17/2026 10:19:00,7.88,26.33,-58.74
5394,04/17/2026 10:20:00,7.88,26.33,-58.63
5395,04/17/2026 10:21:00,7.88,26.33,-58.75
5396,04/17/2026 10:22:00,7.88,26.33,-58.92
5397,04/17/2026 10:23:00,7.88,26.35,-59.03
5398,04/17/2026 10:24:00,7.88,26.35,-58.80
5399,04/17/2026 10:25:00,7.88,26.35,-58.72
5400,04/17/2026 10:26:00,7.88,26.35,-58.75
5401,04/17/2026 10:27:00,7.88,26.23,-58.74
5402,04/17/2026 10:28:00,7.89,26.30,-59.16
5403,04/17/2026 10:29:00,7.88,26.30,-58.77
5404,04/17/2026 10:30:00,7.88,26.33,-59.02
5405,04/17/2026 10:31:00,7.89,26.33,-59.28
5406,04/17/2026 10:32:00,7.90,26.30,-59.92
5407,04/17/2026 10:33:00,7.90,26.33,-60.05
5408,04/17/2026 10:34:00,7.90,26.35,-59.83
5409,04/17/2026 10:35:00,7.90,26.35,-59.86
5410,04/17/2026 10:36:00,7.89,26.35,-59.67
5411,04/17/2026 10:37:00,7.90,26.38,-59.88
5412,04/17/2026 10:38:00,7.90,26.38,-59.74
5413,04/17/2026 10:39:00,7.89,26.38,-59.60
5414,04/17/2026 10:40:00,7.90,26.40,-59.75
5415,04/17/2026 10:41:00,7.90,26.40,-59.78
5416,04/17/2026 10:42:00,7.89,26.40,-59.49
5417,04/17/2026 10:43:00,7.89,26.43,-59.38
5418,04/17/2026 10:44:00,7.89,26.45,-59.35
5419,04/17/2026 10:45:00,7.89,26.48,-59.22
5420,04/17/2026 10:46:00,7.88,26.48,-58.88
5421,04/17/2026 10:47:00,7.88,26.48,-58.88
5422,04/17/2026 10:48:00,7.88,26.50,-58.88
5423,04/17/2026 10:49:00,7.88,26.50,-58.89
5424,04/17/2026 10:50:00,7.89,26.50,-59.25
5425,04/17/2026 10:51:00,7.89,26.50,-59.31
5426,04/17/2026 10:52:00,7.89,26.48,-59.69
5427,04/17/2026 10:53:00,7.89,26.48,-59.38
5428,04/17/2026 10:54:00,7.88,26.48,-59.10
5429,04/17/2026 10:55:00,7.89,26.50,-59.39
5430,04/17/2026 10:56:00,7.89,26.50,-59.52
5431,04/17/2026 10:57:00,7.89,26.50,-59.47
5432,04/17/2026 10:58:00,7.89,26.50,-59.42
5433,04/17/2026 10:59:00,7.89,26.50,-59.27
5434,04/17/2026 11:00:00,7.89,26.50,-59.27
5435,04/17/2026 11:01:00,7.89,26.52,-59.41
5436,04/17/2026 11:02:00,7.89,26.52,-59.33
5437,04/17/2026 11:03:00,7.88,26.52,-59.02
5438,04/17/2026 11:04:00,7.88,26.52,-59.06
5439,04/17/2026 11:05:00,7.88,26.55,-59.10
5440,04/17/2026 11:06:00,7.88,26.55,-59.10
5441,04/17/2026 11:07:00,7.88,26.55,-59.16
5442,04/17/2026 11:08:00,7.89,26.55,-59.42
5443,04/17/2026 11:09:00,7.89,26.55,-59.31
5444,04/17/2026 11:10:00,7.89,26.55,-59.41
5445,04/17/2026 11:11:00,7.89,26.57,-59.41
5446,04/17/2026 11:12:00,7.89,26.57,-59.42
5447,04/17/2026 11:13:00,7.89,26.57,-59.49
5448,04/17/2026 11:14:00,7.89,26.57,-59.44
5449,04/17/2026 11:15:00,7.89,26.57,-59.39
5450,04/17/2026 11:16:00,7.89,26.57,-59.52
5451,04/17/2026 11:17:00,7.89,26.57,-59.35
5452,04/17/2026 11:18:00,7.89,26.57,-59.38
5453,04/17/2026 11:19:00,7.89,26.57,-59.22
5454,04/17/2026 11:20:00,7.89,26.60,-59.24
5455,04/17/2026 11:21:00,7.89,26.60,-59.33
5456,04/17/2026 11:22:00,7.89,26.60,-59.33
5457,04/17/2026 11:23:00,7.89,26.60,-59.41
5458,04/17/2026 11:24:00,7.89,26.60,-59.44
5459,04/17/2026 11:25:00,7.89,26.60,-59.30
5460,04/17/2026 11:26:00,7.89,26.60,-59.30
5461,04/17/2026 11:27:00,7.89,26.60,-59.39
5462,04/17/2026 11:28:00,7.89,26.62,-59.24
5463,04/17/2026 11:29:00,7.89,26.62,-59.36
5464,04/17/2026 11:30:00,7.88,26.62,-59.06
5465,04/17/2026 11:31:00,7.88,26.62,-59.17
5466,04/17/2026 11:32:00,7.88,26.62,-59.19
5467,04/17/2026 11:33:00,7.88,26.62,-59.17
5468,04/17/2026 11:34:00,7.89,26.62,-59.35
5469,04/17/2026 11:35:00,7.89,26.62,-59.25
5470,04/17/2026 11:36:00,7.88,26.62,-59.02
5471,04/17/2026 11:37:00,7.88,26.62,-58.99
5472,04/17/2026 11:38:00,7.88,26.62,-58.88
5473,04/17/2026 11:39:00,7.88,26.62,-58.94
5474,04/17/2026 11:40:00,7.89,26.62,-59.31
5475,04/17/2026 11:41:00,7.89,26.62,-59.33
5476,04/17/2026 11:42:00,7.90,26.62,-59.80
5477,04/17/2026 11:43:00,7.89,26.62,-59.41
5478,04/17/2026 11:44:00,7.88,26.62,-59.02
5479,04/17/2026 11:45:00,7.88,26.62,-58.92
5480,04/17/2026 11:46:00,7.87,26.62,-58.33
5481,04/17/2026 11:47:00,7.88,26.65,-58.64
5482,04/17/2026 11:48:00,7.88,26.65,-59.02
5483,04/17/2026 11:49:00,7.88,26.65,-58.86
5484,04/17/2026 11:50:00,7.88,26.65,-59.11
5485,04/17/2026 11:51:00,7.89,26.67,-59.22
5486,04/17/2026 11:52:00,7.88,26.70,-59.16
5487,04/17/2026 11:53:00,7.89,26.70,-59.31
5488,04/17/2026 11:54:00,7.89,26.72,-59.35
5489,04/17/2026 11:55:00,7.89,26.72,-59.42
5490,04/17/2026 11:56:00,7.89,26.72,-59.61
5491,04/17/2026 11:57:00,7.89,26.74,-59.27
5492,04/17/2026 11:58:00,7.89,26.74,-59.58
5493,04/17/2026 11:59:00,7.89,26.74,-59.53
5494,04/17/2026 12:00:00,7.89,26.77,-59.49
5495,04/17/2026 12:01:00,7.89,26.77,-59.35
5496,04/17/2026 12:02:00,7.89,26.79,-59.64
5497,04/17/2026 12:03:00,7.89,26.79,-59.77
5498,04/17/2026 12:04:00,7.90,26.79,-59.92
5499,04/17/2026 12:05:00,7.90,26.82,-60.05
5500,04/17/2026 12:06:00,7.90,26.82,-59.86
5501,04/17/2026 12:07:00,7.90,26.84,-60.02
5502,04/17/2026 12:08:00,7.90,26.84,-60.06
5503,04/17/2026 12:09:00,7.90,26.87,-60.22
5504,04/17/2026 12:10:00,7.90,26.89,-60.30
5505,04/17/2026 12:11:00,7.90,26.89,-60.31
5506,04/17/2026 12:12:00,7.91,26.92,-60.50
5507,04/17/2026 12:13:00,7.91,26.92,-60.74
5508,04/17/2026 12:14:00,7.91,26.92,-60.53
5509,04/17/2026 12:15:00,7.91,26.94,-60.75
5510,04/17/2026 12:16:00,7.91,26.96,-60.60
5511,04/17/2026 12:17:00,7.91,26.99,-60.81
5512,04/17/2026 12:18:00,7.91,26.99,-60.86
5513,04/17/2026 12:19:00,7.91,27.01,-60.85
5514,04/17/2026 12:20:00,7.92,27.04,-61.16
5515,04/17/2026 12:21:00,7.92,27.04,-61.19
5516,04/17/2026 12:22:00,7.91,27.06,-60.86
5517,04/17/2026 12:23:00,7.90,27.06,-60.20
5518,04/17/2026 12:24:00,7.90,27.09,-60.36
5519,04/17/2026 12:25:00,7.90,27.09,-60.31
5520,04/17/2026 12:26:00,7.91,27.09,-60.45
5521,04/17/2026 12:27:00,7.91,27.11,-60.52
5522,04/17/2026 12:28:00,7.92,27.11,-61.08
5523,04/17/2026 12:29:00,7.94,27.11,-62.28
5524,04/17/2026 12:30:00,7.95,27.14,-62.86
5525,04/17/2026 12:31:00,7.94,27.14,-62.27
5526,04/17/2026 12:32:00,7.95,27.14,-62.78
5527,04/17/2026 12:33:00,7.95,27.14,-63.03
5528,04/17/2026 12:34:00,7.96,27.14,-63.80
5529,04/17/2026 12:35:00,7.97,27.16,-64.44
5530,04/17/2026 12:36:00,7.99,27.16,-65.31
5531,04/17/2026 12:37:00,7.99,27.16,-65.52
5532,04/17/2026 12:38:00,7.99,27.16,-65.46
5533,04/17/2026 12:39:00,7.99,27.16,-65.39
5534,04/17/2026 12:40:00,7.99,27.16,-65.61
5535,04/17/2026 12:41:00,7.99,27.16,-65.56
5536,04/17/2026 12:42:00,7.99,27.16,-65.17
5537,04/17/2026 12:43:00,7.98,27.16,-64.55
5538,04/17/2026 12:44:00,7.97,27.16,-64.25
5539,04/17/2026 12:45:00,7.97,27.19,-64.28
5540,04/17/2026 12:46:00,7.97,27.19,-64.19
5541,04/17/2026 12:47:00,7.97,27.19,-64.46
5542,04/17/2026 12:48:00,7.98,27.21,-64.78
5543,04/17/2026 12:49:00,7.97,27.19,-64.02
5544,04/17/2026 12:50:00,7.96,27.19,-63.75
5545,04/17/2026 12:51:00,7.97,27.19,-64.44
5546,04/17/2026 12:52:00,7.98,27.19,-64.52
5547,04/17/2026 12:53:00,7.98,27.19,-64.58
5548,04/17/2026 12:54:00,7.99,27.19,-65.58
5549,04/17/2026 12:55:00,8.00,27.16,-65.77
5550,04/17/2026 12:56:00,8.00,27.16,-65.67
5551,04/17/2026 12:57:00,8.00,27.16,-65.85
5552,04/17/2026 12:58:00,8.00,27.16,-65.69
5553,04/17/2026 12:59:00,8.00,27.16,-65.71
5554,04/17/2026 13:00:00,8.00,27.16,-65.91
5555,04/17/2026 13:01:00,8.00,27.16,-65.86
5556,04/17/2026 13:02:00,7.99,27.16,-65.64
5557,04/17/2026 13:03:00,7.99,27.16,-65.61
5558,04/17/2026 13:04:00,7.99,27.16,-65.64
5559,04/17/2026 13:05:00,8.00,27.16,-65.69
5560,04/17/2026 13:06:00,8.00,27.14,-65.71
5561,04/17/2026 13:07:00,8.00,27.16,-65.74
5562,04/17/2026 13:08:00,7.99,27.16,-65.64
5563,04/17/2026 13:09:00,8.00,27.16,-66.05
5564,04/17/2026 13:10:00,8.00,27.16,-65.85
5565,04/17/2026 13:11:00,8.00,27.16,-65.80
5566,04/17/2026 13:12:00,8.00,27.19,-65.85
5567,04/17/2026 13:13:00,8.00,27.19,-65.99
5568,04/17/2026 13:14:00,8.00,27.21,-65.92
5569,04/17/2026 13:15:00,8.00,27.19,-65.85
5570,04/17/2026 13:16:00,8.00,27.21,-65.85
5571,04/17/2026 13:17:00,8.00,27.21,-66.10
5572,04/17/2026 13:18:00,8.00,27.21,-66.21
5573,04/17/2026 13:19:00,8.00,27.21,-66.21
5574,04/17/2026 13:20:00,8.01,27.21,-66.33
5575,04/17/2026 13:21:00,8.01,27.23,-66.49
5576,04/17/2026 13:22:00,8.01,27.23,-66.69
5577,04/17/2026 13:23:00,8.01,27.23,-66.71
5578,04/17/2026 13:24:00,8.01,27.23,-66.69
5579,04/17/2026 13:25:00,8.01,27.26,-66.77
5580,04/17/2026 13:26:00,8.01,27.23,-66.75
5581,04/17/2026 13:27:00,8.02,27.23,-66.88
5582,04/17/2026 13:28:00,8.01,27.23,-66.83
5583,04/17/2026 13:29:00,8.02,27.21,-66.91
5584,04/17/2026 13:30:00,8.02,27.23,-66.99
5585,04/17/2026 13:31:00,8.02,27.21,-66.99
5586,04/17/2026 13:32:00,8.02,27.21,-67.03
5587,04/17/2026 13:33:00,8.02,27.21,-67.08
5588,04/17/2026 13:34:00,8.02,27.21,-66.96
5589,04/17/2026 13:35:00,8.02,27.21,-66.94
5590,04/17/2026 13:36:00,8.02,27.21,-66.94
5591,04/17/2026 13:37:00,8.02,27.19,-66.96
5592,04/17/2026 13:38:00,8.01,27.19,-66.67
5593,04/17/2026 13:39:00,8.01,27.19,-66.78
5594,04/17/2026 13:40:00,8.02,27.19,-66.88
5595,04/17/2026 13:41:00,8.01,27.19,-66.80
5596,04/17/2026 13:42:00,8.01,27.19,-66.80
5597,04/17/2026 13:43:00,8.01,27.16,-66.78
5598,04/17/2026 13:44:00,8.01,27.16,-66.77
5599,04/17/2026 13:45:00,8.02,27.16,-66.83
5600,04/17/2026 13:46:00,8.02,27.16,-66.88
5601,04/17/2026 13:47:00,8.01,27.16,-66.63
5602,04/17/2026 13:48:00,8.01,27.16,-66.61
5603,04/17/2026 13:49:00,8.01,27.16,-66.75
5604,04/17/2026 13:50:00,8.01,27.16,-66.61
5605,04/17/2026 13:51:00,8.01,27.16,-66.74
5606,04/17/2026 13:52:00,8.02,27.16,-66.83
5607,04/17/2026 13:53:00,8.02,27.16,-66.88
5608,04/17/2026 13:54:00,8.02,27.16,-66.86
5609,04/17/2026 13:55:00,8.01,27.16,-66.60
