Time,DateTIme,HST_Time,  BV (Volts),  T (deg C),  DO (mg/l),  Q ()
1773877920,3/18/26 23:52,3/18/26 13:52,3.15,25.294,7.727,0.993
1773878040,3/18/26 23:54,3/18/26 13:54,3.15,25.252,7.74,0.993
1773878160,3/18/26 23:56,3/18/26 13:56,3.15,25.235,7.74,0.993
1773878280,3/18/26 23:58,3/18/26 13:58,3.15,25.21,7.741,0.994
1773878400,3/19/26 0:00,3/18/26 14:00,3.15,25.176,7.721,0.993
1773878520,3/19/26 0:02,3/18/26 14:02,3.15,25.134,7.721,0.994
1773878640,3/19/26 0:04,3/18/26 14:04,3.15,25.092,7.7,0.993
1773878760,3/19/26 0:06,3/18/26 14:06,3.15,25.042,7.693,0.993
1773878880,3/19/26 0:08,3/18/26 14:08,3.15,25.017,7.692,0.994
1773879000,3/19/26 0:10,3/18/26 14:10,3.15,24.983,7.681,0.993
1773879120,3/19/26 0:12,3/18/26 14:12,3.15,24.983,7.682,0.993
1773879240,3/19/26 0:14,3/18/26 14:14,3.15,24.966,7.681,0.993
1773879360,3/19/26 0:16,3/18/26 14:16,3.15,24.983,7.708,0.994
1773879480,3/19/26 0:18,3/18/26 14:18,3.15,25,7.719,0.994
1773879600,3/19/26 0:20,3/18/26 14:20,3.15,25.059,7.734,0.993
1773879720,3/19/26 0:22,3/18/26 14:22,3.15,25.067,7.735,0.993
1773879840,3/19/26 0:24,3/18/26 14:24,3.15,25.075,7.714,0.994
1773879960,3/19/26 0:26,3/18/26 14:26,3.15,25.042,7.696,0.993
1773880080,3/19/26 0:28,3/18/26 14:28,3.15,25.033,7.672,0.993
1773880200,3/19/26 0:30,3/18/26 14:30,3.15,25.017,7.671,0.994
1773880320,3/19/26 0:32,3/18/26 14:32,3.15,25.008,7.668,0.994
1773880440,3/19/26 0:34,3/18/26 14:34,3.15,24.991,7.654,0.994
1773880560,3/19/26 0:36,3/18/26 14:36,3.15,24.966,7.638,0.993
1773880680,3/19/26 0:38,3/18/26 14:38,3.15,24.933,7.637,0.993
1773880800,3/19/26 0:40,3/18/26 14:40,3.15,24.924,7.642,0.993
1773880920,3/19/26 0:42,3/18/26 14:42,3.15,24.933,7.638,0.993
1773881040,3/19/26 0:44,3/18/26 14:44,3.15,24.941,7.623,0.993
1773881160,3/19/26 0:46,3/18/26 14:46,3.15,24.916,7.625,0.994
1773881280,3/19/26 0:48,3/18/26 14:48,3.15,24.907,7.625,0.994
1773881400,3/19/26 0:50,3/18/26 14:50,3.15,24.907,7.631,0.993
1773881520,3/19/26 0:52,3/18/26 14:52,3.15,24.916,7.666,0.993
1773881640,3/19/26 0:54,3/18/26 14:54,3.15,24.916,7.705,0.994
1773881760,3/19/26 0:56,3/18/26 14:56,3.15,24.899,7.731,0.994
1773881880,3/19/26 0:58,3/18/26 14:58,3.15,24.907,7.747,0.994
1773882000,3/19/26 1:00,3/18/26 15:00,3.15,24.916,7.761,0.994
1773882120,3/19/26 1:02,3/18/26 15:02,3.15,24.891,7.768,0.994
1773882240,3/19/26 1:04,3/18/26 15:04,3.15,24.907,7.765,0.994
1773882360,3/19/26 1:06,3/18/26 15:06,3.15,24.907,7.774,0.994
1773882480,3/19/26 1:08,3/18/26 15:08,3.15,24.916,7.771,0.993
1773882600,3/19/26 1:10,3/18/26 15:10,3.15,24.916,7.78,0.994
1773882720,3/19/26 1:12,3/18/26 15:12,3.15,24.916,7.781,0.994
1773882840,3/19/26 1:14,3/18/26 15:14,3.15,24.899,7.753,0.993
1773882960,3/19/26 1:16,3/18/26 15:16,3.16,24.891,7.767,0.994
1773883080,3/19/26 1:18,3/18/26 15:18,3.16,24.865,7.727,0.994
1773883200,3/19/26 1:20,3/18/26 15:20,3.16,24.848,7.704,0.994
1773883320,3/19/26 1:22,3/18/26 15:22,3.16,24.84,7.698,0.995
1773883440,3/19/26 1:24,3/18/26 15:24,3.16,24.832,7.693,0.994
1773883560,3/19/26 1:26,3/18/26 15:26,3.16,24.823,7.701,0.994
1773883680,3/19/26 1:28,3/18/26 15:28,3.16,24.815,7.715,0.994
1773883800,3/19/26 1:30,3/18/26 15:30,3.16,24.832,7.679,0.993
1773883920,3/19/26 1:32,3/18/26 15:32,3.16,24.84,7.675,0.994
1773884040,3/19/26 1:34,3/18/26 15:34,3.16,24.865,7.653,0.993
1773884160,3/19/26 1:36,3/18/26 15:36,3.16,24.848,7.646,0.994
1773884280,3/19/26 1:38,3/18/26 15:38,3.16,24.848,7.625,0.994
1773884400,3/19/26 1:40,3/18/26 15:40,3.16,24.848,7.613,0.993
1773884520,3/19/26 1:42,3/18/26 15:42,3.16,24.848,7.641,0.994
1773884640,3/19/26 1:44,3/18/26 15:44,3.16,24.84,7.647,0.994
1773884760,3/19/26 1:46,3/18/26 15:46,3.16,24.815,7.644,0.994
1773884880,3/19/26 1:48,3/18/26 15:48,3.16,24.815,7.629,0.994
1773885000,3/19/26 1:50,3/18/26 15:50,3.16,24.806,7.617,0.993
1773885120,3/19/26 1:52,3/18/26 15:52,3.16,24.79,7.592,0.993
1773885240,3/19/26 1:54,3/18/26 15:54,3.16,24.798,7.573,0.994
1773885360,3/19/26 1:56,3/18/26 15:56,3.16,24.798,7.555,0.993
1773885480,3/19/26 1:58,3/18/26 15:58,3.16,24.815,7.584,0.994
1773885600,3/19/26 2:00,3/18/26 16:00,3.16,24.857,7.54,0.994
1773885720,3/19/26 2:02,3/18/26 16:02,3.15,24.882,7.557,0.994
1773885840,3/19/26 2:04,3/18/26 16:04,3.15,24.907,7.551,0.993
1773885960,3/19/26 2:06,3/18/26 16:06,3.15,24.949,7.538,0.993
1773886080,3/19/26 2:08,3/18/26 16:08,3.15,24.941,7.541,0.993
1773886200,3/19/26 2:10,3/18/26 16:10,3.15,24.941,7.542,0.993
1773886320,3/19/26 2:12,3/18/26 16:12,3.15,24.933,7.552,0.994
1773886440,3/19/26 2:14,3/18/26 16:14,3.15,24.907,7.55,0.994
1773886560,3/19/26 2:16,3/18/26 16:16,3.15,24.899,7.54,0.993
1773886680,3/19/26 2:18,3/18/26 16:18,3.15,24.874,7.539,0.993
1773886800,3/19/26 2:20,3/18/26 16:20,3.15,24.857,7.541,0.993
1773886920,3/19/26 2:22,3/18/26 16:22,3.15,24.848,7.548,0.994
1773887040,3/19/26 2:24,3/18/26 16:24,3.15,24.84,7.548,0.994
1773887160,3/19/26 2:26,3/18/26 16:26,3.15,24.832,7.543,0.994
1773887280,3/19/26 2:28,3/18/26 16:28,3.16,24.798,7.53,0.993
1773887400,3/19/26 2:30,3/18/26 16:30,3.16,24.798,7.532,0.993
1773887520,3/19/26 2:32,3/18/26 16:32,3.16,24.773,7.54,0.994
1773887640,3/19/26 2:34,3/18/26 16:34,3.16,24.781,7.527,0.993
1773887760,3/19/26 2:36,3/18/26 16:36,3.15,24.773,7.546,0.995
1773887880,3/19/26 2:38,3/18/26 16:38,3.16,24.756,7.536,0.994
1773888000,3/19/26 2:40,3/18/26 16:40,3.16,24.756,7.548,0.994
1773888120,3/19/26 2:42,3/18/26 16:42,3.16,24.722,7.545,0.993
1773888240,3/19/26 2:44,3/18/26 16:44,3.16,24.722,7.544,0.993
1773888360,3/19/26 2:46,3/18/26 16:46,3.16,24.722,7.559,0.994
1773888480,3/19/26 2:48,3/18/26 16:48,3.16,24.714,7.555,0.993
1773888600,3/19/26 2:50,3/18/26 16:50,3.16,24.697,7.556,0.993
1773888720,3/19/26 2:52,3/18/26 16:52,3.16,24.68,7.56,0.993
1773888840,3/19/26 2:54,3/18/26 16:54,3.16,24.672,7.574,0.994
1773888960,3/19/26 2:56,3/18/26 16:56,3.16,24.655,7.579,0.994
1773889080,3/19/26 2:58,3/18/26 16:58,3.16,24.647,7.599,0.994
1773889200,3/19/26 3:00,3/18/26 17:00,3.16,24.638,7.588,0.993
1773889320,3/19/26 3:02,3/18/26 17:02,3.16,24.638,7.603,0.994
1773889440,3/19/26 3:04,3/18/26 17:04,3.16,24.63,7.614,0.994
1773889560,3/19/26 3:06,3/18/26 17:06,3.16,24.638,7.615,0.994
1773889680,3/19/26 3:08,3/18/26 17:08,3.16,24.638,7.621,0.994
1773889800,3/19/26 3:10,3/18/26 17:10,3.16,24.655,7.625,0.993
1773889920,3/19/26 3:12,3/18/26 17:12,3.16,24.655,7.643,0.994
1773890040,3/19/26 3:14,3/18/26 17:14,3.16,24.647,7.638,0.993
1773890160,3/19/26 3:16,3/18/26 17:16,3.16,24.68,7.642,0.994
1773890280,3/19/26 3:18,3/18/26 17:18,3.16,24.68,7.654,0.994
1773890400,3/19/26 3:20,3/18/26 17:20,3.16,24.689,7.652,0.994
1773890520,3/19/26 3:22,3/18/26 17:22,3.16,24.689,7.651,0.994
1773890640,3/19/26 3:24,3/18/26 17:24,3.16,24.714,7.65,0.994
1773890760,3/19/26 3:26,3/18/26 17:26,3.16,24.697,7.659,0.994
1773890880,3/19/26 3:28,3/18/26 17:28,3.16,24.714,7.647,0.994
1773891000,3/19/26 3:30,3/18/26 17:30,3.16,24.722,7.654,0.994
1773891120,3/19/26 3:32,3/18/26 17:32,3.15,24.722,7.642,0.994
1773891240,3/19/26 3:34,3/18/26 17:34,3.15,24.731,7.629,0.994
1773891360,3/19/26 3:36,3/18/26 17:36,3.15,24.731,7.618,0.993
1773891480,3/19/26 3:38,3/18/26 17:38,3.15,24.739,7.611,0.993
1773891600,3/19/26 3:40,3/18/26 17:40,3.15,24.756,7.601,0.994
1773891720,3/19/26 3:42,3/18/26 17:42,3.16,24.764,7.583,0.993
1773891840,3/19/26 3:44,3/18/26 17:44,3.15,24.764,7.581,0.993
1773891960,3/19/26 3:46,3/18/26 17:46,3.15,24.764,7.575,0.994
1773892080,3/19/26 3:48,3/18/26 17:48,3.15,24.764,7.567,0.993
1773892200,3/19/26 3:50,3/18/26 17:50,3.15,24.748,7.565,0.993
1773892320,3/19/26 3:52,3/18/26 17:52,3.15,24.731,7.56,0.993
1773892440,3/19/26 3:54,3/18/26 17:54,3.15,24.748,7.541,0.993
1773892560,3/19/26 3:56,3/18/26 17:56,3.15,24.739,7.533,0.993
1773892680,3/19/26 3:58,3/18/26 17:58,3.15,24.722,7.531,0.994
1773892800,3/19/26 4:00,3/18/26 18:00,3.15,24.714,7.524,0.994
1773892920,3/19/26 4:02,3/18/26 18:02,3.15,24.706,7.512,0.993
1773893040,3/19/26 4:04,3/18/26 18:04,3.15,24.697,7.525,0.994
1773893160,3/19/26 4:06,3/18/26 18:06,3.16,24.689,7.522,0.994
1773893280,3/19/26 4:08,3/18/26 18:08,3.16,24.672,7.522,0.993
1773893400,3/19/26 4:10,3/18/26 18:10,3.15,24.689,7.519,0.993
1773893520,3/19/26 4:12,3/18/26 18:12,3.16,24.664,7.523,0.994
1773893640,3/19/26 4:14,3/18/26 18:14,3.16,24.672,7.501,0.993
1773893760,3/19/26 4:16,3/18/26 18:16,3.16,24.672,7.496,0.993
1773893880,3/19/26 4:18,3/18/26 18:18,3.15,24.664,7.49,0.994
1773894000,3/19/26 4:20,3/18/26 18:20,3.16,24.672,7.478,0.993
1773894120,3/19/26 4:22,3/18/26 18:22,3.16,24.638,7.488,0.994
1773894240,3/19/26 4:24,3/18/26 18:24,3.16,24.638,7.478,0.993
1773894360,3/19/26 4:26,3/18/26 18:26,3.15,24.655,7.478,0.994
1773894480,3/19/26 4:28,3/18/26 18:28,3.16,24.647,7.49,0.994
1773894600,3/19/26 4:30,3/18/26 18:30,3.16,24.63,7.499,0.994
1773894720,3/19/26 4:32,3/18/26 18:32,3.16,24.638,7.494,0.994
1773894840,3/19/26 4:34,3/18/26 18:34,3.16,24.647,7.495,0.994
1773894960,3/19/26 4:36,3/18/26 18:36,3.16,24.638,7.498,0.994
1773895080,3/19/26 4:38,3/18/26 18:38,3.16,24.63,7.495,0.994
1773895200,3/19/26 4:40,3/18/26 18:40,3.15,24.647,7.478,0.993
1773895320,3/19/26 4:42,3/18/26 18:42,3.16,24.63,7.488,0.993
1773895440,3/19/26 4:44,3/18/26 18:44,3.16,24.622,7.485,0.994
1773895560,3/19/26 4:46,3/18/26 18:46,3.16,24.638,7.477,0.993
1773895680,3/19/26 4:48,3/18/26 18:48,3.16,24.638,7.481,0.993
1773895800,3/19/26 4:50,3/18/26 18:50,3.16,24.613,7.491,0.993
1773895920,3/19/26 4:52,3/18/26 18:52,3.16,24.622,7.484,0.993
1773896040,3/19/26 4:54,3/18/26 18:54,3.16,24.655,7.484,0.994
1773896160,3/19/26 4:56,3/18/26 18:56,3.16,24.63,7.495,0.994
1773896280,3/19/26 4:58,3/18/26 18:58,3.16,24.63,7.49,0.993
1773896400,3/19/26 5:00,3/18/26 19:00,3.16,24.622,7.496,0.993
1773896520,3/19/26 5:02,3/18/26 19:02,3.16,24.63,7.492,0.993
1773896640,3/19/26 5:04,3/18/26 19:04,3.16,24.613,7.497,0.994
1773896760,3/19/26 5:06,3/18/26 19:06,3.16,24.622,7.491,0.993
1773896880,3/19/26 5:08,3/18/26 19:08,3.16,24.63,7.501,0.994
1773897000,3/19/26 5:10,3/18/26 19:10,3.16,24.613,7.514,0.994
1773897120,3/19/26 5:12,3/18/26 19:12,3.16,24.622,7.499,0.994
1773897240,3/19/26 5:14,3/18/26 19:14,3.16,24.613,7.504,0.994
1773897360,3/19/26 5:16,3/18/26 19:16,3.16,24.613,7.515,0.995
1773897480,3/19/26 5:18,3/18/26 19:18,3.16,24.622,7.497,0.994
1773897600,3/19/26 5:20,3/18/26 19:20,3.15,24.622,7.484,0.993
1773897720,3/19/26 5:22,3/18/26 19:22,3.15,24.638,7.481,0.994
1773897840,3/19/26 5:24,3/18/26 19:24,3.15,24.622,7.477,0.994
1773897960,3/19/26 5:26,3/18/26 19:26,3.16,24.638,7.473,0.994
1773898080,3/19/26 5:28,3/18/26 19:28,3.15,24.63,7.47,0.993
1773898200,3/19/26 5:30,3/18/26 19:30,3.16,24.622,7.475,0.994
1773898320,3/19/26 5:32,3/18/26 19:32,3.15,24.638,7.472,0.994
1773898440,3/19/26 5:34,3/18/26 19:34,3.15,24.638,7.47,0.994
1773898560,3/19/26 5:36,3/18/26 19:36,3.16,24.622,7.471,0.994
1773898680,3/19/26 5:38,3/18/26 19:38,3.15,24.63,7.463,0.993
1773898800,3/19/26 5:40,3/18/26 19:40,3.15,24.622,7.456,0.993
1773898920,3/19/26 5:42,3/18/26 19:42,3.16,24.622,7.46,0.993
1773899040,3/19/26 5:44,3/18/26 19:44,3.15,24.63,7.473,0.994
1773899160,3/19/26 5:46,3/18/26 19:46,3.15,24.622,7.474,0.993
1773899280,3/19/26 5:48,3/18/26 19:48,3.15,24.605,7.485,0.994
1773899400,3/19/26 5:50,3/18/26 19:50,3.15,24.63,7.483,0.994
1773899520,3/19/26 5:52,3/18/26 19:52,3.16,24.622,7.5,0.994
1773899640,3/19/26 5:54,3/18/26 19:54,3.15,24.605,7.497,0.993
1773899760,3/19/26 5:56,3/18/26 19:56,3.15,24.638,7.495,0.994
1773899880,3/19/26 5:58,3/18/26 19:58,3.15,24.622,7.502,0.994
1773900000,3/19/26 6:00,3/18/26 20:00,3.15,24.605,7.492,0.993
1773900120,3/19/26 6:02,3/18/26 20:02,3.15,24.613,7.491,0.994
1773900240,3/19/26 6:04,3/18/26 20:04,3.15,24.622,7.487,0.994
1773900360,3/19/26 6:06,3/18/26 20:06,3.15,24.596,7.475,0.993
1773900480,3/19/26 6:08,3/18/26 20:08,3.15,24.622,7.477,0.994
1773900600,3/19/26 6:10,3/18/26 20:10,3.16,24.605,7.481,0.994
1773900720,3/19/26 6:12,3/18/26 20:12,3.15,24.605,7.477,0.993
1773900840,3/19/26 6:14,3/18/26 20:14,3.15,24.605,7.48,0.993
1773900960,3/19/26 6:16,3/18/26 20:16,3.15,24.613,7.49,0.994
1773901080,3/19/26 6:18,3/18/26 20:18,3.15,24.622,7.477,0.994
1773901200,3/19/26 6:20,3/18/26 20:20,3.15,24.613,7.481,0.994
1773901320,3/19/26 6:22,3/18/26 20:22,3.15,24.622,7.483,0.994
1773901440,3/19/26 6:24,3/18/26 20:24,3.16,24.613,7.484,0.994
1773901560,3/19/26 6:26,3/18/26 20:26,3.15,24.622,7.485,0.994
1773901680,3/19/26 6:28,3/18/26 20:28,3.15,24.613,7.478,0.993
1773901800,3/19/26 6:30,3/18/26 20:30,3.15,24.596,7.47,0.993
1773901920,3/19/26 6:32,3/18/26 20:32,3.15,24.605,7.466,0.994
1773902040,3/19/26 6:34,3/18/26 20:34,3.15,24.588,7.475,0.993
1773902160,3/19/26 6:36,3/18/26 20:36,3.15,24.605,7.482,0.994
1773902280,3/19/26 6:38,3/18/26 20:38,3.15,24.605,7.479,0.994
1773902400,3/19/26 6:40,3/18/26 20:40,3.15,24.596,7.493,0.994
1773902520,3/19/26 6:42,3/18/26 20:42,3.15,24.596,7.495,0.994
1773902640,3/19/26 6:44,3/18/26 20:44,3.15,24.588,7.481,0.993
1773902760,3/19/26 6:46,3/18/26 20:46,3.15,24.58,7.474,0.993
1773902880,3/19/26 6:48,3/18/26 20:48,3.15,24.596,7.491,0.994
1773903000,3/19/26 6:50,3/18/26 20:50,3.16,24.605,7.479,0.993
1773903120,3/19/26 6:52,3/18/26 20:52,3.15,24.588,7.48,0.994
1773903240,3/19/26 6:54,3/18/26 20:54,3.15,24.596,7.465,0.993
1773903360,3/19/26 6:56,3/18/26 20:56,3.15,24.588,7.474,0.994
1773903480,3/19/26 6:58,3/18/26 20:58,3.15,24.605,7.463,0.994
1773903600,3/19/26 7:00,3/18/26 21:00,3.15,24.605,7.454,0.993
1773903720,3/19/26 7:02,3/18/26 21:02,3.15,24.571,7.455,0.994
1773903840,3/19/26 7:04,3/18/26 21:04,3.15,24.58,7.449,0.994
1773903960,3/19/26 7:06,3/18/26 21:06,3.15,24.58,7.456,0.994
1773904080,3/19/26 7:08,3/18/26 21:08,3.16,24.571,7.429,0.993
1773904200,3/19/26 7:10,3/18/26 21:10,3.15,24.58,7.427,0.993
1773904320,3/19/26 7:12,3/18/26 21:12,3.15,24.571,7.417,0.993
1773904440,3/19/26 7:14,3/18/26 21:14,3.15,24.58,7.427,0.994
1773904560,3/19/26 7:16,3/18/26 21:16,3.15,24.58,7.405,0.993
1773904680,3/19/26 7:18,3/18/26 21:18,3.15,24.588,7.383,0.993
1773904800,3/19/26 7:20,3/18/26 21:20,3.15,24.58,7.369,0.993
1773904920,3/19/26 7:22,3/18/26 21:22,3.15,24.596,7.358,0.993
1773905040,3/19/26 7:24,3/18/26 21:24,3.15,24.596,7.344,0.994
1773905160,3/19/26 7:26,3/18/26 21:26,3.15,24.58,7.331,0.994
1773905280,3/19/26 7:28,3/18/26 21:28,3.15,24.571,7.314,0.994
1773905400,3/19/26 7:30,3/18/26 21:30,3.15,24.58,7.3,0.994
1773905520,3/19/26 7:32,3/18/26 21:32,3.15,24.588,7.287,0.993
1773905640,3/19/26 7:34,3/18/26 21:34,3.15,24.588,7.285,0.994
1773905760,3/19/26 7:36,3/18/26 21:36,3.15,24.596,7.285,0.994
1773905880,3/19/26 7:38,3/18/26 21:38,3.15,24.588,7.301,0.994
1773906000,3/19/26 7:40,3/18/26 21:40,3.15,24.622,7.293,0.993
1773906120,3/19/26 7:42,3/18/26 21:42,3.15,24.63,7.312,0.994
1773906240,3/19/26 7:44,3/18/26 21:44,3.15,24.613,7.318,0.993
1773906360,3/19/26 7:46,3/18/26 21:46,3.15,24.63,7.357,0.994
1773906480,3/19/26 7:48,3/18/26 21:48,3.15,24.63,7.361,0.993
1773906600,3/19/26 7:50,3/18/26 21:50,3.15,24.622,7.376,0.993
1773906720,3/19/26 7:52,3/18/26 21:52,3.15,24.622,7.394,0.993
1773906840,3/19/26 7:54,3/18/26 21:54,3.15,24.63,7.413,0.994
1773906960,3/19/26 7:56,3/18/26 21:56,3.15,24.63,7.418,0.993
1773907080,3/19/26 7:58,3/18/26 21:58,3.15,24.647,7.415,0.993
1773907200,3/19/26 8:00,3/18/26 22:00,3.15,24.638,7.411,0.994
1773907320,3/19/26 8:02,3/18/26 22:02,3.15,24.622,7.397,0.993
1773907440,3/19/26 8:04,3/18/26 22:04,3.15,24.647,7.378,0.994
1773907560,3/19/26 8:06,3/18/26 22:06,3.15,24.638,7.365,0.994
1773907680,3/19/26 8:08,3/18/26 22:08,3.15,24.613,7.354,0.993
1773907800,3/19/26 8:10,3/18/26 22:10,3.15,24.613,7.331,0.993
1773907920,3/19/26 8:12,3/18/26 22:12,3.15,24.605,7.314,0.993
1773908040,3/19/26 8:14,3/18/26 22:14,3.15,24.58,7.302,0.994
1773908160,3/19/26 8:16,3/18/26 22:16,3.15,24.588,7.292,0.994
1773908280,3/19/26 8:18,3/18/26 22:18,3.15,24.571,7.295,0.993
1773908400,3/19/26 8:20,3/18/26 22:20,3.15,24.58,7.302,0.994
1773908520,3/19/26 8:22,3/18/26 22:22,3.15,24.596,7.292,0.994
1773908640,3/19/26 8:24,3/18/26 22:24,3.15,24.605,7.29,0.994
1773908760,3/19/26 8:26,3/18/26 22:26,3.15,24.605,7.297,0.993
1773908880,3/19/26 8:28,3/18/26 22:28,3.15,24.605,7.316,0.994
1773909000,3/19/26 8:30,3/18/26 22:30,3.15,24.605,7.329,0.994
1773909120,3/19/26 8:32,3/18/26 22:32,3.15,24.596,7.336,0.994
1773909240,3/19/26 8:34,3/18/26 22:34,3.15,24.596,7.311,0.993
1773909360,3/19/26 8:36,3/18/26 22:36,3.15,24.588,7.308,0.994
1773909480,3/19/26 8:38,3/18/26 22:38,3.15,24.596,7.31,0.993
1773909600,3/19/26 8:40,3/18/26 22:40,3.15,24.588,7.319,0.994
1773909720,3/19/26 8:42,3/18/26 22:42,3.15,24.596,7.321,0.994
1773909840,3/19/26 8:44,3/18/26 22:44,3.15,24.58,7.31,0.993
1773909960,3/19/26 8:46,3/18/26 22:46,3.15,24.596,7.302,0.993
1773910080,3/19/26 8:48,3/18/26 22:48,3.15,24.588,7.311,0.994
1773910200,3/19/26 8:50,3/18/26 22:50,3.15,24.596,7.311,0.994
1773910320,3/19/26 8:52,3/18/26 22:52,3.15,24.588,7.328,0.993
1773910440,3/19/26 8:54,3/18/26 22:54,3.15,24.588,7.357,0.993
1773910560,3/19/26 8:56,3/18/26 22:56,3.15,24.596,7.389,0.994
1773910680,3/19/26 8:58,3/18/26 22:58,3.15,24.588,7.396,0.994
1773910800,3/19/26 9:00,3/18/26 23:00,3.15,24.588,7.395,0.993
1773910920,3/19/26 9:02,3/18/26 23:02,3.15,24.571,7.416,0.994
1773911040,3/19/26 9:04,3/18/26 23:04,3.15,24.563,7.399,0.994
1773911160,3/19/26 9:06,3/18/26 23:06,3.15,24.58,7.37,0.994
1773911280,3/19/26 9:08,3/18/26 23:08,3.15,24.58,7.347,0.993
1773911400,3/19/26 9:10,3/18/26 23:10,3.15,24.571,7.331,0.993
1773911520,3/19/26 9:12,3/18/26 23:12,3.15,24.571,7.311,0.993
1773911640,3/19/26 9:14,3/18/26 23:14,3.15,24.563,7.287,0.993
1773911760,3/19/26 9:16,3/18/26 23:16,3.15,24.538,7.271,0.993
1773911880,3/19/26 9:18,3/18/26 23:18,3.15,24.563,7.239,0.993
1773912000,3/19/26 9:20,3/18/26 23:20,3.15,24.546,7.223,0.994
1773912120,3/19/26 9:22,3/18/26 23:22,3.15,24.554,7.201,0.994
1773912240,3/19/26 9:24,3/18/26 23:24,3.15,24.554,7.199,0.994
1773912360,3/19/26 9:26,3/18/26 23:26,3.15,24.563,7.187,0.993
1773912480,3/19/26 9:28,3/18/26 23:28,3.15,24.554,7.18,0.993
1773912600,3/19/26 9:30,3/18/26 23:30,3.15,24.554,7.186,0.993
1773912720,3/19/26 9:32,3/18/26 23:32,3.15,24.563,7.191,0.993
1773912840,3/19/26 9:34,3/18/26 23:34,3.15,24.563,7.202,0.994
1773912960,3/19/26 9:36,3/18/26 23:36,3.15,24.571,7.208,0.993
1773913080,3/19/26 9:38,3/18/26 23:38,3.15,24.58,7.227,0.993
1773913200,3/19/26 9:40,3/18/26 23:40,3.15,24.588,7.242,0.994
1773913320,3/19/26 9:42,3/18/26 23:42,3.15,24.571,7.244,0.993
1773913440,3/19/26 9:44,3/18/26 23:44,3.15,24.571,7.251,0.994
1773913560,3/19/26 9:46,3/18/26 23:46,3.15,24.563,7.248,0.993
1773913680,3/19/26 9:48,3/18/26 23:48,3.15,24.58,7.241,0.994
1773913800,3/19/26 9:50,3/18/26 23:50,3.15,24.58,7.26,0.994
1773913920,3/19/26 9:52,3/18/26 23:52,3.15,24.588,7.286,0.993
1773914040,3/19/26 9:54,3/18/26 23:54,3.15,24.58,7.3,0.993
1773914160,3/19/26 9:56,3/18/26 23:56,3.15,24.58,7.308,0.993
1773914280,3/19/26 9:58,3/18/26 23:58,3.15,24.571,7.307,0.993
1773914400,3/19/26 10:00,3/19/26 0:00,3.15,24.58,7.299,0.994
1773914520,3/19/26 10:02,3/19/26 0:02,3.15,24.58,7.286,0.993
1773914640,3/19/26 10:04,3/19/26 0:04,3.15,24.58,7.289,0.993
1773914760,3/19/26 10:06,3/19/26 0:06,3.15,24.596,7.297,0.994
1773914880,3/19/26 10:08,3/19/26 0:08,3.15,24.588,7.276,0.993
1773915000,3/19/26 10:10,3/19/26 0:10,3.15,24.588,7.262,0.993
1773915120,3/19/26 10:12,3/19/26 0:12,3.15,24.58,7.265,0.994
1773915240,3/19/26 10:14,3/19/26 0:14,3.15,24.58,7.255,0.994
1773915360,3/19/26 10:16,3/19/26 0:16,3.15,24.588,7.258,0.994
1773915480,3/19/26 10:18,3/19/26 0:18,3.15,24.588,7.254,0.994
1773915600,3/19/26 10:20,3/19/26 0:20,3.15,24.596,7.238,0.994
1773915720,3/19/26 10:22,3/19/26 0:22,3.15,24.58,7.223,0.993
1773915840,3/19/26 10:24,3/19/26 0:24,3.15,24.596,7.228,0.994
1773915960,3/19/26 10:26,3/19/26 0:26,3.15,24.571,7.226,0.994
1773916080,3/19/26 10:28,3/19/26 0:28,3.15,24.58,7.217,0.993
1773916200,3/19/26 10:30,3/19/26 0:30,3.15,24.571,7.226,0.994
1773916320,3/19/26 10:32,3/19/26 0:32,3.15,24.58,7.221,0.993
1773916440,3/19/26 10:34,3/19/26 0:34,3.15,24.563,7.229,0.994
1773916560,3/19/26 10:36,3/19/26 0:36,3.15,24.58,7.219,0.994
1773916680,3/19/26 10:38,3/19/26 0:38,3.15,24.571,7.223,0.994
1773916800,3/19/26 10:40,3/19/26 0:40,3.15,24.571,7.225,0.993
1773916920,3/19/26 10:42,3/19/26 0:42,3.15,24.554,7.245,0.993
1773917040,3/19/26 10:44,3/19/26 0:44,3.15,24.58,7.249,0.993
1773917160,3/19/26 10:46,3/19/26 0:46,3.15,24.563,7.286,0.993
1773917280,3/19/26 10:48,3/19/26 0:48,3.15,24.588,7.301,0.993
1773917400,3/19/26 10:50,3/19/26 0:50,3.15,24.571,7.335,0.994
1773917520,3/19/26 10:52,3/19/26 0:52,3.15,24.571,7.374,0.994
1773917640,3/19/26 10:54,3/19/26 0:54,3.15,24.58,7.421,0.994
1773917760,3/19/26 10:56,3/19/26 0:56,3.15,24.58,7.44,0.994
1773917880,3/19/26 10:58,3/19/26 0:58,3.15,24.596,7.421,0.994
1773918000,3/19/26 11:00,3/19/26 1:00,3.15,24.588,7.382,0.993
1773918120,3/19/26 11:02,3/19/26 1:02,3.15,24.596,7.361,0.994
1773918240,3/19/26 11:04,3/19/26 1:04,3.15,24.563,7.344,0.993
1773918360,3/19/26 11:06,3/19/26 1:06,3.15,24.58,7.342,0.994
1773918480,3/19/26 11:08,3/19/26 1:08,3.15,24.58,7.356,0.994
1773918600,3/19/26 11:10,3/19/26 1:10,3.15,24.596,7.366,0.994
