Instrument,Tank,DateTime,pH,Temperature,Millivolts
pH1,Sump5,3/18/26 6:33,8.06,24.46,-71.02
pH1,Sump5,3/18/26 6:34,8.06,24.46,-70.99
pH1,Sump5,3/18/26 6:35,8.06,24.46,-70.99
pH1,Sump5,3/18/26 6:36,8.06,24.46,-70.99
pH1,Sump5,3/18/26 6:37,8.06,24.46,-70.99
pH1,Sump5,3/18/26 6:38,8.06,24.46,-71.02
pH1,Sump5,3/18/26 6:39,8.07,24.46,-71.05
pH1,Sump5,3/18/26 6:40,8.07,24.46,-71.06
pH1,Sump5,3/18/26 6:41,8.07,24.46,-71.08
pH1,Sump5,3/18/26 6:42,8.07,24.46,-71.08
pH1,Sump5,3/18/26 6:43,8.07,24.46,-71.08
pH1,Sump5,3/18/26 6:44,8.07,24.46,-71.1
pH1,Sump5,3/18/26 6:45,8.07,24.46,-71.14
pH1,Sump5,3/18/26 6:46,8.07,24.46,-71.19
pH1,Sump5,3/18/26 6:47,8.07,24.46,-71.25
pH1,Sump5,3/18/26 6:48,8.07,24.46,-71.33
pH1,Sump5,3/18/26 6:49,8.07,24.46,-71.36
pH1,Sump5,3/18/26 6:50,8.07,24.46,-71.41
pH1,Sump5,3/18/26 6:51,8.07,24.46,-71.46
pH1,Sump5,3/18/26 6:52,8.07,24.46,-71.5
pH1,Sump5,3/18/26 6:53,8.07,24.46,-71.55
pH1,Sump5,3/18/26 6:54,8.08,24.46,-71.64
pH1,Sump5,3/18/26 6:55,8.08,24.46,-71.74
pH1,Sump5,3/18/26 6:56,8.08,24.46,-71.8
pH1,Sump5,3/18/26 6:57,8.08,24.46,-71.8
pH1,Sump5,3/18/26 6:58,8.08,24.46,-71.77
pH1,Sump5,3/18/26 6:59,8.08,24.46,-71.74
pH1,Sump5,3/18/26 7:00,8.08,24.46,-71.72
pH1,Sump5,3/18/26 7:01,8.08,24.46,-71.71
pH1,Sump5,3/18/26 7:02,8.08,24.46,-71.69
pH1,Sump5,3/18/26 7:03,8.08,24.46,-71.75
pH1,Sump5,3/18/26 7:04,8.08,24.46,-71.77
pH1,Sump5,3/18/26 7:05,8.08,24.46,-71.85
pH1,Sump5,3/18/26 7:06,8.08,24.46,-71.91
pH1,Sump5,3/18/26 7:07,8.08,24.46,-71.99
pH1,Sump5,3/18/26 7:08,8.08,24.46,-72.05
pH1,Sump5,3/18/26 7:09,8.08,24.46,-72.1
pH1,Sump5,3/18/26 7:10,8.08,24.46,-72.06
pH1,Sump5,3/18/26 7:11,8.08,24.46,-72.02
pH1,Sump5,3/18/26 7:12,8.08,24.48,-71.97
pH1,Sump5,3/18/26 7:13,8.08,24.48,-71.97
pH1,Sump5,3/18/26 7:14,8.08,24.48,-71.99
pH1,Sump5,3/18/26 7:15,8.08,24.48,-72.02
pH1,Sump5,3/18/26 7:16,8.08,24.48,-72.03
pH1,Sump5,3/18/26 7:17,8.08,24.51,-72.05
pH1,Sump5,3/18/26 7:18,8.08,24.51,-72.1
pH1,Sump5,3/18/26 7:19,8.08,24.48,-72.03
pH1,Sump5,3/18/26 7:20,8.08,24.48,-71.96
pH1,Sump5,3/18/26 7:21,8.08,24.48,-71.88
pH1,Sump5,3/18/26 7:22,8.08,24.48,-71.8
pH1,Sump5,3/18/26 7:23,8.08,24.48,-71.75
pH1,Sump5,3/18/26 7:24,8.08,24.48,-71.72
pH1,Sump5,3/18/26 7:25,8.08,24.48,-71.72
pH1,Sump5,3/18/26 7:26,8.08,24.48,-71.72
pH1,Sump5,3/18/26 7:27,8.08,24.48,-71.72
pH1,Sump5,3/18/26 7:28,8.08,24.48,-71.72
pH1,Sump5,3/18/26 7:29,8.08,24.48,-71.69
pH1,Sump5,3/18/26 7:30,8.08,24.48,-71.66
pH1,Sump5,3/18/26 7:31,8.08,24.48,-71.63
pH1,Sump5,3/18/26 7:32,8.08,24.48,-71.63
pH1,Sump5,3/18/26 7:33,8.08,24.48,-71.64
pH1,Sump5,3/18/26 7:34,8.08,24.48,-71.61
pH1,Sump5,3/18/26 7:35,8.07,24.48,-71.58
pH1,Sump5,3/18/26 7:36,8.07,24.48,-71.53
pH1,Sump5,3/18/26 7:37,8.07,24.48,-71.49
pH1,Sump5,3/18/26 7:38,8.07,24.48,-71.42
pH1,Sump5,3/18/26 7:39,8.07,24.48,-71.36
pH1,Sump5,3/18/26 7:40,8.07,24.48,-71.3
pH1,Sump5,3/18/26 7:41,8.07,24.48,-71.25
pH1,Sump5,3/18/26 7:42,8.07,24.48,-71.22
pH1,Sump5,3/18/26 7:43,8.07,24.48,-71.21
pH1,Sump5,3/18/26 7:44,8.07,24.48,-71.21
pH1,Sump5,3/18/26 7:45,8.07,24.48,-71.22
pH1,Sump5,3/18/26 7:46,8.07,24.48,-71.22
pH1,Sump5,3/18/26 7:47,8.07,24.48,-71.24
pH1,Sump5,3/18/26 7:48,8.07,24.48,-71.27
pH1,Sump5,3/18/26 7:49,8.07,24.48,-71.25
pH1,Sump5,3/18/26 7:50,8.07,24.48,-71.22
pH1,Sump5,3/18/26 7:51,8.07,24.48,-71.21
pH1,Sump5,3/18/26 7:52,8.07,24.48,-71.21
pH1,Sump5,3/18/26 7:53,8.07,24.48,-71.24
pH1,Sump5,3/18/26 7:54,8.07,24.48,-71.27
pH1,Sump5,3/18/26 7:55,8.07,24.48,-71.27
pH1,Sump5,3/18/26 7:56,8.07,24.48,-71.25
pH1,Sump5,3/18/26 7:57,8.07,24.48,-71.25
pH1,Sump5,3/18/26 7:58,8.07,24.48,-71.27
pH1,Sump5,3/18/26 7:59,8.07,24.48,-71.3
pH1,Sump5,3/18/26 8:00,8.07,24.51,-71.31
pH1,Sump5,3/18/26 8:01,8.07,24.51,-71.33
pH1,Sump5,3/18/26 8:02,8.07,24.51,-71.35
pH1,Sump5,3/18/26 8:03,8.07,24.51,-71.41
pH1,Sump5,3/18/26 8:04,8.07,24.51,-71.39
pH1,Sump5,3/18/26 8:05,8.07,24.51,-71.38
pH1,Sump5,3/18/26 8:06,8.07,24.51,-71.36
pH1,Sump5,3/18/26 8:07,8.07,24.51,-71.36
pH1,Sump5,3/18/26 8:08,8.07,24.51,-71.38
pH1,Sump5,3/18/26 8:09,8.07,24.51,-71.39
pH1,Sump5,3/18/26 8:10,8.07,24.51,-71.41
pH1,Sump5,3/18/26 8:11,8.07,24.51,-71.38
pH1,Sump5,3/18/26 8:12,8.07,24.51,-71.36
pH1,Sump5,3/18/26 8:13,8.07,24.53,-71.31
pH1,Sump5,3/18/26 8:14,8.07,24.53,-71.3
pH1,Sump5,3/18/26 8:15,8.07,24.53,-71.3
pH1,Sump5,3/18/26 8:16,8.07,24.53,-71.31
pH1,Sump5,3/18/26 8:17,8.07,24.53,-71.31
pH1,Sump5,3/18/26 8:18,8.07,24.53,-71.38
pH1,Sump5,3/18/26 8:19,8.07,24.53,-71.36
pH1,Sump5,3/18/26 8:20,8.07,24.53,-71.35
pH1,Sump5,3/18/26 8:21,8.07,24.53,-71.33
pH1,Sump5,3/18/26 8:22,8.07,24.53,-71.33
pH1,Sump5,3/18/26 8:23,8.07,24.53,-71.31
pH1,Sump5,3/18/26 8:24,8.07,24.53,-71.28
pH1,Sump5,3/18/26 8:25,8.07,24.53,-71.24
pH1,Sump5,3/18/26 8:26,8.07,24.53,-71.19
pH1,Sump5,3/18/26 8:27,8.07,24.53,-71.16
pH1,Sump5,3/18/26 8:28,8.07,24.51,-71.11
pH1,Sump5,3/18/26 8:29,8.07,24.51,-71.08
pH1,Sump5,3/18/26 8:30,8.07,24.51,-71.1
pH1,Sump5,3/18/26 8:31,8.07,24.51,-71.11
pH1,Sump5,3/18/26 8:32,8.07,24.51,-71.14
pH1,Sump5,3/18/26 8:33,8.07,24.51,-71.24
pH1,Sump5,3/18/26 8:34,8.07,24.51,-71.27
pH1,Sump5,3/18/26 8:35,8.07,24.51,-71.31
pH1,Sump5,3/18/26 8:36,8.07,24.53,-71.31
pH1,Sump5,3/18/26 8:37,8.07,24.53,-71.33
pH1,Sump5,3/18/26 8:38,8.07,24.53,-71.35
pH1,Sump5,3/18/26 8:39,8.07,24.53,-71.38
pH1,Sump5,3/18/26 8:40,8.07,24.53,-71.42
pH1,Sump5,3/18/26 8:41,8.07,24.53,-71.44
pH1,Sump5,3/18/26 8:42,8.07,24.53,-71.47
pH1,Sump5,3/18/26 8:43,8.07,24.53,-71.53
pH1,Sump5,3/18/26 8:44,8.07,24.53,-71.53
pH1,Sump5,3/18/26 8:45,8.07,24.53,-71.55
pH1,Sump5,3/18/26 8:46,8.07,24.53,-71.56
pH1,Sump5,3/18/26 8:47,8.07,24.56,-71.56
pH1,Sump5,3/18/26 8:48,8.08,24.58,-71.64
pH1,Sump5,3/18/26 8:49,8.08,24.6,-71.67
pH1,Sump5,3/18/26 8:50,8.08,24.63,-71.69
pH1,Sump5,3/18/26 8:51,8.08,24.63,-71.77
pH1,Sump5,3/18/26 8:52,8.08,24.65,-71.81
pH1,Sump5,3/18/26 8:53,8.08,24.68,-71.88
pH1,Sump5,3/18/26 8:54,8.08,24.68,-71.92
pH1,Sump5,3/18/26 8:55,8.08,24.68,-71.97
pH1,Sump5,3/18/26 8:56,8.08,24.68,-72
pH1,Sump5,3/18/26 8:57,8.08,24.7,-72.02
pH1,Sump5,3/18/26 8:58,8.08,24.7,-72.05
pH1,Sump5,3/18/26 8:59,8.08,24.7,-72.06
pH1,Sump5,3/18/26 9:00,8.08,24.73,-72.03
pH1,Sump5,3/18/26 9:01,8.08,24.73,-72.03
pH1,Sump5,3/18/26 9:02,8.08,24.73,-72.05
pH1,Sump5,3/18/26 9:03,8.08,24.75,-72.11
pH1,Sump5,3/18/26 9:04,8.08,24.75,-72.11
pH1,Sump5,3/18/26 9:05,8.08,24.75,-72.08
pH1,Sump5,3/18/26 9:06,8.08,24.75,-72.05
pH1,Sump5,3/18/26 9:07,8.08,24.77,-72.05
pH1,Sump5,3/18/26 9:08,8.08,24.75,-72.05
pH1,Sump5,3/18/26 9:09,8.08,24.75,-72.08
pH1,Sump5,3/18/26 9:10,8.08,24.75,-72.11
pH1,Sump5,3/18/26 9:11,8.08,24.73,-72.11
pH1,Sump5,3/18/26 9:12,8.08,24.7,-72.1
pH1,Sump5,3/18/26 9:13,8.08,24.7,-72.05
pH1,Sump5,3/18/26 9:14,8.08,24.68,-72
pH1,Sump5,3/18/26 9:15,8.08,24.68,-71.94
pH1,Sump5,3/18/26 9:16,8.08,24.68,-71.83
pH1,Sump5,3/18/26 9:17,8.08,24.68,-71.74
pH1,Sump5,3/18/26 9:18,8.08,24.68,-71.71
pH1,Sump5,3/18/26 9:19,8.08,24.65,-71.67
pH1,Sump5,3/18/26 9:20,8.08,24.65,-71.69
pH1,Sump5,3/18/26 9:21,8.08,24.65,-71.71
pH1,Sump5,3/18/26 9:22,8.08,24.65,-71.72
pH1,Sump5,3/18/26 9:23,8.08,24.65,-71.74
pH1,Sump5,3/18/26 9:24,8.08,24.65,-71.77
pH1,Sump5,3/18/26 9:25,8.08,24.65,-71.78
pH1,Sump5,3/18/26 9:26,8.08,24.65,-71.8
pH1,Sump5,3/18/26 9:27,8.08,24.68,-71.83
pH1,Sump5,3/18/26 9:28,8.08,24.68,-71.86
pH1,Sump5,3/18/26 9:29,8.08,24.7,-71.91
pH1,Sump5,3/18/26 9:30,8.08,24.7,-71.94
pH1,Sump5,3/18/26 9:31,8.08,24.7,-71.97
pH1,Sump5,3/18/26 9:32,8.08,24.73,-71.97
pH1,Sump5,3/18/26 9:33,8.08,24.73,-72.02
pH1,Sump5,3/18/26 9:34,8.08,24.75,-71.99
pH1,Sump5,3/18/26 9:35,8.08,24.75,-71.99
pH1,Sump5,3/18/26 9:36,8.08,24.75,-71.99
pH1,Sump5,3/18/26 9:37,8.08,24.75,-71.96
pH1,Sump5,3/18/26 9:38,8.08,24.75,-71.96
pH1,Sump5,3/18/26 9:39,8.08,24.75,-71.94
pH1,Sump5,3/18/26 9:40,8.08,24.75,-71.92
pH1,Sump5,3/18/26 9:41,8.08,24.75,-71.89
pH1,Sump5,3/18/26 9:42,8.08,24.75,-71.88
pH1,Sump5,3/18/26 9:43,8.08,24.75,-71.85
pH1,Sump5,3/18/26 9:44,8.08,24.75,-71.8
pH1,Sump5,3/18/26 9:45,8.08,24.73,-71.74
pH1,Sump5,3/18/26 9:46,8.08,24.73,-71.69
pH1,Sump5,3/18/26 9:47,8.07,24.73,-71.66
pH1,Sump5,3/18/26 9:48,8.08,24.73,-71.71
pH1,Sump5,3/18/26 9:49,8.08,24.7,-71.71
pH1,Sump5,3/18/26 9:50,8.08,24.7,-71.77
pH1,Sump5,3/18/26 9:51,8.08,24.7,-71.78
pH1,Sump5,3/18/26 9:52,8.08,24.7,-71.77
pH1,Sump5,3/18/26 9:53,8.08,24.7,-71.75
pH1,Sump5,3/18/26 9:54,8.08,24.68,-71.74
pH1,Sump5,3/18/26 9:55,8.08,24.68,-71.77
pH1,Sump5,3/18/26 9:56,8.08,24.68,-71.8
pH1,Sump5,3/18/26 9:57,8.08,24.68,-71.81
pH1,Sump5,3/18/26 9:58,8.08,24.68,-71.8
pH1,Sump5,3/18/26 9:59,8.08,24.68,-71.72
pH1,Sump5,3/18/26 10:00,8.08,24.68,-71.67
pH1,Sump5,3/18/26 10:01,8.07,24.68,-71.6
pH1,Sump5,3/18/26 10:02,8.07,24.65,-71.56
pH1,Sump5,3/18/26 10:03,8.07,24.65,-71.56
pH1,Sump5,3/18/26 10:04,8.07,24.65,-71.52
pH1,Sump5,3/18/26 10:05,8.07,24.65,-71.53
pH1,Sump5,3/18/26 10:06,8.07,24.65,-71.58
pH1,Sump5,3/18/26 10:07,8.07,24.65,-71.63
pH1,Sump5,3/18/26 10:08,8.08,24.65,-71.66
pH1,Sump5,3/18/26 10:09,8.08,24.65,-71.67
pH1,Sump5,3/18/26 10:10,8.08,24.65,-71.69
pH1,Sump5,3/18/26 10:11,8.08,24.65,-71.67
pH1,Sump5,3/18/26 10:12,8.07,24.65,-71.64
pH1,Sump5,3/18/26 10:13,8.07,24.65,-71.64
pH1,Sump5,3/18/26 10:14,8.07,24.65,-71.64
pH1,Sump5,3/18/26 10:15,8.08,24.65,-71.66
pH1,Sump5,3/18/26 10:16,8.08,24.65,-71.66
pH1,Sump5,3/18/26 10:17,8.08,24.65,-71.66
pH1,Sump5,3/18/26 10:18,8.08,24.65,-71.71
pH1,Sump5,3/18/26 10:19,8.08,24.65,-71.67
pH1,Sump5,3/18/26 10:20,8.08,24.65,-71.66
pH1,Sump5,3/18/26 10:21,8.07,24.65,-71.64
pH1,Sump5,3/18/26 10:22,8.07,24.63,-71.63
pH1,Sump5,3/18/26 10:23,8.07,24.63,-71.58
pH1,Sump5,3/18/26 10:24,8.07,24.63,-71.55
pH1,Sump5,3/18/26 10:25,8.07,24.63,-71.53
pH1,Sump5,3/18/26 10:26,8.07,24.63,-71.55
pH1,Sump5,3/18/26 10:27,8.07,24.63,-71.56
pH1,Sump5,3/18/26 10:28,8.07,24.63,-71.58
pH1,Sump5,3/18/26 10:29,8.07,24.63,-71.61
pH1,Sump5,3/18/26 10:30,8.08,24.63,-71.64
pH1,Sump5,3/18/26 10:31,8.08,24.63,-71.67
pH1,Sump5,3/18/26 10:32,8.08,24.63,-71.67
pH1,Sump5,3/18/26 10:33,8.08,24.63,-71.71
pH1,Sump5,3/18/26 10:34,8.08,24.63,-71.69
pH1,Sump5,3/18/26 10:35,8.08,24.63,-71.71
pH1,Sump5,3/18/26 10:36,8.08,24.63,-71.74
pH1,Sump5,3/18/26 10:37,8.08,24.63,-71.77
pH1,Sump5,3/18/26 10:38,8.08,24.63,-71.78
pH1,Sump5,3/18/26 10:39,8.08,24.63,-71.8
pH1,Sump5,3/18/26 10:40,8.08,24.63,-71.78
pH1,Sump5,3/18/26 10:41,8.08,24.63,-71.77
pH1,Sump5,3/18/26 10:42,8.08,24.63,-71.77
pH1,Sump5,3/18/26 10:43,8.08,24.65,-71.77
pH1,Sump5,3/18/26 10:44,8.08,24.65,-71.78
pH1,Sump5,3/18/26 10:45,8.08,24.68,-71.81
pH1,Sump5,3/18/26 10:46,8.08,24.7,-71.88
pH1,Sump5,3/18/26 10:47,8.08,24.73,-71.97
pH1,Sump5,3/18/26 10:48,8.08,24.75,-72.08
pH1,Sump5,3/18/26 10:49,8.08,24.77,-72.1
pH1,Sump5,3/18/26 10:50,8.08,24.8,-72.1
pH1,Sump5,3/18/26 10:51,8.08,24.82,-72.1
pH1,Sump5,3/18/26 10:52,8.08,24.82,-72.1
pH1,Sump5,3/18/26 10:53,8.08,24.85,-72.06
pH1,Sump5,3/18/26 10:54,8.08,24.85,-72.03
pH1,Sump5,3/18/26 10:55,8.08,24.87,-72.02
pH1,Sump5,3/18/26 10:56,8.08,24.87,-72
pH1,Sump5,3/18/26 10:57,8.08,24.9,-71.99
pH1,Sump5,3/18/26 10:58,8.08,24.9,-71.96
pH1,Sump5,3/18/26 10:59,8.08,24.9,-71.96
pH1,Sump5,3/18/26 11:00,8.08,24.9,-71.96
pH1,Sump5,3/18/26 11:01,8.08,24.9,-71.96
pH1,Sump5,3/18/26 11:02,8.08,24.87,-71.96
pH1,Sump5,3/18/26 11:03,8.08,24.87,-72
pH1,Sump5,3/18/26 11:04,8.08,24.85,-71.96
pH1,Sump5,3/18/26 11:05,8.08,24.85,-71.92
pH1,Sump5,3/18/26 11:06,8.08,24.82,-71.91
pH1,Sump5,3/18/26 11:07,8.08,24.8,-71.89
pH1,Sump5,3/18/26 11:08,8.08,24.8,-71.86
pH1,Sump5,3/18/26 11:09,8.08,24.8,-71.83
pH1,Sump5,3/18/26 11:10,8.08,24.8,-71.81
pH1,Sump5,3/18/26 11:11,8.08,24.82,-71.8
pH1,Sump5,3/18/26 11:12,8.08,24.82,-71.8
pH1,Sump5,3/18/26 11:13,8.08,24.82,-71.8
pH1,Sump5,3/18/26 11:14,8.08,24.82,-71.8
pH1,Sump5,3/18/26 11:15,8.08,24.82,-71.8
pH1,Sump5,3/18/26 11:16,8.08,24.82,-71.81
pH1,Sump5,3/18/26 11:17,8.08,24.82,-71.85
pH1,Sump5,3/18/26 11:18,8.08,24.82,-71.94
pH1,Sump5,3/18/26 11:19,8.08,24.82,-71.97
pH1,Sump5,3/18/26 11:20,8.08,24.8,-71.99
pH1,Sump5,3/18/26 11:21,8.08,24.8,-72.02
pH1,Sump5,3/18/26 11:22,8.08,24.8,-72.05
pH1,Sump5,3/18/26 11:23,8.08,24.8,-72.06
pH1,Sump5,3/18/26 11:24,8.08,24.82,-72.08
pH1,Sump5,3/18/26 11:25,8.08,24.82,-72.11
pH1,Sump5,3/18/26 11:26,8.08,24.85,-72.14
pH1,Sump5,3/18/26 11:27,8.08,24.85,-72.21
pH1,Sump5,3/18/26 11:28,8.08,24.87,-72.24
pH1,Sump5,3/18/26 11:29,8.09,24.87,-72.27
pH1,Sump5,3/18/26 11:30,8.09,24.9,-72.28
pH1,Sump5,3/18/26 11:31,8.09,24.9,-72.31
pH1,Sump5,3/18/26 11:32,8.09,24.9,-72.38
pH1,Sump5,3/18/26 11:33,8.09,24.92,-72.44
pH1,Sump5,3/18/26 11:34,8.09,24.92,-72.44
pH1,Sump5,3/18/26 11:35,8.09,24.9,-72.42
pH1,Sump5,3/18/26 11:36,8.09,24.9,-72.42
pH1,Sump5,3/18/26 11:37,8.09,24.9,-72.41
pH1,Sump5,3/18/26 11:38,8.09,24.87,-72.41
pH1,Sump5,3/18/26 11:39,8.09,24.87,-72.42
pH1,Sump5,3/18/26 11:40,8.09,24.85,-72.44
pH1,Sump5,3/18/26 11:41,8.09,24.85,-72.42
pH1,Sump5,3/18/26 11:42,8.09,24.85,-72.41
pH1,Sump5,3/18/26 11:43,8.09,24.82,-72.39
pH1,Sump5,3/18/26 11:44,8.09,24.82,-72.41
pH1,Sump5,3/18/26 11:45,8.09,24.85,-72.42
pH1,Sump5,3/18/26 11:46,8.09,24.85,-72.47
pH1,Sump5,3/18/26 11:47,8.09,24.85,-72.52
pH1,Sump5,3/18/26 11:48,8.09,24.85,-72.61
pH1,Sump5,3/18/26 11:49,8.09,24.85,-72.63
pH1,Sump5,3/18/26 11:50,8.09,24.85,-72.66
pH1,Sump5,3/18/26 11:51,8.09,24.85,-72.69
pH1,Sump5,3/18/26 11:52,8.09,24.85,-72.72
pH1,Sump5,3/18/26 11:53,8.09,24.85,-72.74
pH1,Sump5,3/18/26 11:54,8.09,24.85,-72.74
pH1,Sump5,3/18/26 11:55,8.09,24.85,-72.74
pH1,Sump5,3/18/26 11:56,8.09,24.87,-72.77
pH1,Sump5,3/18/26 11:57,8.09,24.87,-72.78
pH1,Sump5,3/18/26 11:58,8.09,24.87,-72.81
pH1,Sump5,3/18/26 11:59,8.1,24.9,-72.83
pH1,Sump5,3/18/26 12:00,8.1,24.9,-72.85
pH1,Sump5,3/18/26 12:01,8.1,24.9,-72.83
pH1,Sump5,3/18/26 12:02,8.09,24.9,-72.8
pH1,Sump5,3/18/26 12:03,8.09,24.92,-72.8
pH1,Sump5,3/18/26 12:04,8.09,24.9,-72.78
pH1,Sump5,3/18/26 12:05,8.09,24.9,-72.78
pH1,Sump5,3/18/26 12:06,8.09,24.9,-72.8
pH1,Sump5,3/18/26 12:07,8.1,24.9,-72.83
pH1,Sump5,3/18/26 12:08,8.1,24.92,-72.86
pH1,Sump5,3/18/26 12:09,8.1,24.92,-72.88
pH1,Sump5,3/18/26 12:10,8.1,24.92,-72.91
pH1,Sump5,3/18/26 12:11,8.1,24.92,-72.94
pH1,Sump5,3/18/26 12:12,8.1,24.92,-72.97
pH1,Sump5,3/18/26 12:13,8.1,24.92,-72.99
pH1,Sump5,3/18/26 12:14,8.1,24.92,-73
pH1,Sump5,3/18/26 12:15,8.1,24.92,-73
pH1,Sump5,3/18/26 12:16,8.1,24.9,-72.99
pH1,Sump5,3/18/26 12:17,8.1,24.87,-72.97
pH1,Sump5,3/18/26 12:18,8.1,24.87,-73
pH1,Sump5,3/18/26 12:19,8.1,24.87,-72.94
pH1,Sump5,3/18/26 12:20,8.1,24.87,-72.91
pH1,Sump5,3/18/26 12:21,8.1,24.87,-72.89
pH1,Sump5,3/18/26 12:22,8.1,24.9,-72.89
pH1,Sump5,3/18/26 12:23,8.1,24.9,-72.91
pH1,Sump5,3/18/26 12:24,8.1,24.9,-72.91
pH1,Sump5,3/18/26 12:25,8.1,24.9,-72.91
pH1,Sump5,3/18/26 12:26,8.1,24.9,-72.91
pH1,Sump5,3/18/26 12:27,8.1,24.9,-72.89
pH1,Sump5,3/18/26 12:28,8.1,24.87,-72.88
pH1,Sump5,3/18/26 12:29,8.1,24.87,-72.88
pH1,Sump5,3/18/26 12:30,8.1,24.87,-72.86
pH1,Sump5,3/18/26 12:31,8.1,24.87,-72.86
pH1,Sump5,3/18/26 12:32,8.1,24.87,-72.86
pH1,Sump5,3/18/26 12:33,8.1,24.87,-72.92
pH1,Sump5,3/18/26 12:34,8.1,24.87,-72.92
pH1,Sump5,3/18/26 12:35,8.1,24.87,-72.92
pH1,Sump5,3/18/26 12:36,8.1,24.87,-72.92
pH1,Sump5,3/18/26 12:37,8.1,24.87,-72.91
pH1,Sump5,3/18/26 12:38,8.1,24.87,-72.91
pH1,Sump5,3/18/26 12:39,8.1,24.85,-72.92
pH1,Sump5,3/18/26 12:40,8.1,24.85,-72.94
pH1,Sump5,3/18/26 12:41,8.1,24.85,-72.96
pH1,Sump5,3/18/26 12:42,8.1,24.85,-72.97
pH1,Sump5,3/18/26 12:43,8.1,24.85,-72.99
pH1,Sump5,3/18/26 12:44,8.1,24.85,-73
pH1,Sump5,3/18/26 12:45,8.1,24.85,-72.97
pH1,Sump5,3/18/26 12:46,8.1,24.85,-72.94
pH1,Sump5,3/18/26 12:47,8.1,24.85,-72.92
pH1,Sump5,3/18/26 12:48,8.1,24.85,-72.97
pH1,Sump5,3/18/26 12:49,8.1,24.87,-72.96
pH1,Sump5,3/18/26 12:50,8.1,24.87,-72.96
pH1,Sump5,3/18/26 12:51,8.1,24.9,-72.96
pH1,Sump5,3/18/26 12:52,8.1,24.92,-72.99
pH1,Sump5,3/18/26 12:53,8.1,24.94,-72.97
pH1,Sump5,3/18/26 12:54,8.1,24.97,-72.96
pH1,Sump5,3/18/26 12:55,8.1,24.99,-72.91
pH1,Sump5,3/18/26 12:56,8.1,24.99,-72.86
pH1,Sump5,3/18/26 12:57,8.09,24.99,-72.81
pH1,Sump5,3/18/26 12:58,8.09,25.02,-72.8
pH1,Sump5,3/18/26 12:59,8.09,24.99,-72.8
pH1,Sump5,3/18/26 13:00,8.09,24.97,-72.78
pH1,Sump5,3/18/26 13:01,8.09,24.97,-72.78
pH1,Sump5,3/18/26 13:02,8.09,24.94,-72.8
pH1,Sump5,3/18/26 13:03,8.09,24.92,-72.83
pH1,Sump5,3/18/26 13:04,8.09,24.92,-72.81
pH1,Sump5,3/18/26 13:05,8.09,24.9,-72.78
pH1,Sump5,3/18/26 13:06,8.09,24.9,-72.77
pH1,Sump5,3/18/26 13:07,8.09,24.87,-72.75
pH1,Sump5,3/18/26 13:08,8.09,24.87,-72.74
pH1,Sump5,3/18/26 13:09,8.09,24.87,-72.71
pH1,Sump5,3/18/26 13:10,8.09,24.87,-72.66
pH1,Sump5,3/18/26 13:11,8.09,24.85,-72.63
pH1,Sump5,3/18/26 13:12,8.09,24.85,-72.61
pH1,Sump5,3/18/26 13:13,8.09,24.85,-72.61
pH1,Sump5,3/18/26 13:14,8.09,24.85,-72.64
pH1,Sump5,3/18/26 13:15,8.09,24.82,-72.67
pH1,Sump5,3/18/26 13:16,8.09,24.82,-72.69
pH1,Sump5,3/18/26 13:17,8.09,24.82,-72.71
pH1,Sump5,3/18/26 13:18,8.09,24.82,-72.78
pH1,Sump5,3/18/26 13:19,8.09,24.82,-72.8
pH1,Sump5,3/18/26 13:20,8.09,24.82,-72.8
pH1,Sump5,3/18/26 13:21,8.09,24.82,-72.8
pH1,Sump5,3/18/26 13:22,8.1,24.82,-72.81
pH1,Sump5,3/18/26 13:23,8.09,24.82,-72.8
pH1,Sump5,3/18/26 13:24,8.09,24.8,-72.77
pH1,Sump5,3/18/26 13:25,8.09,24.8,-72.75
pH1,Sump5,3/18/26 13:26,8.09,24.8,-72.72
pH1,Sump5,3/18/26 13:27,8.09,24.8,-72.71
pH1,Sump5,3/18/26 13:28,8.09,24.8,-72.71
pH1,Sump5,3/18/26 13:29,8.09,24.8,-72.74
pH1,Sump5,3/18/26 13:30,8.09,24.8,-72.72
pH1,Sump5,3/18/26 13:31,8.09,24.8,-72.71
pH1,Sump5,3/18/26 13:32,8.09,24.82,-72.67
pH1,Sump5,3/18/26 13:33,8.09,24.82,-72.66
pH1,Sump5,3/18/26 13:34,8.09,24.82,-72.58
pH1,Sump5,3/18/26 13:35,8.09,24.82,-72.6
pH1,Sump5,3/18/26 13:36,8.09,24.85,-72.6
pH1,Sump5,3/18/26 13:37,8.09,24.85,-72.6
pH1,Sump5,3/18/26 13:38,8.09,24.85,-72.6
pH1,Sump5,3/18/26 13:39,8.09,24.85,-72.56
pH1,Sump5,3/18/26 13:40,8.09,24.85,-72.55
pH1,Sump5,3/18/26 13:41,8.09,24.85,-72.52
pH1,Sump5,3/18/26 13:42,8.09,24.85,-72.5
pH1,Sump5,3/18/26 13:43,8.09,24.87,-72.47
pH1,Sump5,3/18/26 13:44,8.09,24.9,-72.47
pH1,Sump5,3/18/26 13:45,8.09,24.92,-72.47
pH1,Sump5,3/18/26 13:46,8.09,24.92,-72.49
pH1,Sump5,3/18/26 13:47,8.09,24.94,-72.5
pH1,Sump5,3/18/26 13:48,8.09,24.97,-72.61
pH1,Sump5,3/18/26 13:49,8.09,24.99,-72.64
