Instrument,Tank,Time,DateTime,  BV (Volts),Temperature,DO,  Q ()
MiniDot1,Tank24,1773800820,3/17/26 16:27,2.68,24.583,7.647,0.945
MiniDot1,Tank24,1773800940,3/17/26 16:29,2.68,24.575,7.641,0.945
MiniDot1,Tank24,1773801060,3/17/26 16:31,2.68,24.558,7.644,0.945
MiniDot1,Tank24,1773801180,3/17/26 16:33,2.68,24.533,7.637,0.945
MiniDot1,Tank24,1773801300,3/17/26 16:35,2.68,24.516,7.639,0.946
MiniDot1,Tank24,1773801420,3/17/26 16:37,2.68,24.508,7.612,0.944
MiniDot1,Tank24,1773801540,3/17/26 16:39,2.68,24.491,7.635,0.946
MiniDot1,Tank24,1773801660,3/17/26 16:41,2.68,24.483,7.613,0.945
MiniDot1,Tank24,1773801780,3/17/26 16:43,2.68,24.466,7.607,0.945
MiniDot1,Tank24,1773801900,3/17/26 16:45,2.68,24.474,7.59,0.944
MiniDot1,Tank24,1773802020,3/17/26 16:47,2.68,24.441,7.607,0.946
MiniDot1,Tank24,1773802140,3/17/26 16:49,2.68,24.449,7.592,0.945
MiniDot1,Tank24,1773802260,3/17/26 16:51,2.68,24.424,7.594,0.945
MiniDot1,Tank24,1773802380,3/17/26 16:53,2.68,24.416,7.582,0.945
MiniDot1,Tank24,1773802500,3/17/26 16:55,2.68,24.424,7.574,0.945
MiniDot1,Tank24,1773802620,3/17/26 16:57,2.68,24.39,7.577,0.945
MiniDot1,Tank24,1773802740,3/17/26 16:59,2.68,24.39,7.571,0.945
MiniDot1,Tank24,1773802860,3/17/26 17:01,2.68,24.365,7.562,0.945
MiniDot1,Tank24,1773802980,3/17/26 17:03,2.68,24.357,7.566,0.945
MiniDot1,Tank24,1773803100,3/17/26 17:05,2.68,24.357,7.545,0.945
MiniDot1,Tank24,1773803220,3/17/26 17:07,2.68,24.34,7.551,0.945
MiniDot1,Tank24,1773803340,3/17/26 17:09,2.68,24.34,7.541,0.945
MiniDot1,Tank24,1773803460,3/17/26 17:11,2.68,24.323,7.548,0.945
MiniDot1,Tank24,1773803580,3/17/26 17:13,2.68,24.298,7.53,0.945
MiniDot1,Tank24,1773803700,3/17/26 17:15,2.68,24.298,7.532,0.945
MiniDot1,Tank24,1773803820,3/17/26 17:17,2.68,24.273,7.526,0.945
MiniDot1,Tank24,1773803940,3/17/26 17:19,2.68,24.273,7.528,0.946
MiniDot1,Tank24,1773804060,3/17/26 17:21,2.68,24.256,7.516,0.944
MiniDot1,Tank24,1773804180,3/17/26 17:23,2.68,24.231,7.527,0.945
MiniDot1,Tank24,1773804300,3/17/26 17:25,2.68,24.223,7.513,0.944
MiniDot1,Tank24,1773804420,3/17/26 17:27,2.68,24.231,7.503,0.945
MiniDot1,Tank24,1773804540,3/17/26 17:29,2.68,24.197,7.514,0.945
MiniDot1,Tank24,1773804660,3/17/26 17:31,2.68,24.189,7.508,0.945
MiniDot1,Tank24,1773804780,3/17/26 17:33,2.68,24.181,7.496,0.944
MiniDot1,Tank24,1773804900,3/17/26 17:35,2.68,24.172,7.494,0.944
MiniDot1,Tank24,1773805020,3/17/26 17:37,2.68,24.147,7.527,0.946
MiniDot1,Tank24,1773805140,3/17/26 17:39,2.68,24.147,7.508,0.945
MiniDot1,Tank24,1773805260,3/17/26 17:41,2.68,24.139,7.499,0.944
MiniDot1,Tank24,1773805380,3/17/26 17:43,2.68,24.13,7.49,0.944
MiniDot1,Tank24,1773805500,3/17/26 17:45,2.68,24.122,7.495,0.945
MiniDot1,Tank24,1773805620,3/17/26 17:47,2.68,24.114,7.502,0.945
MiniDot1,Tank24,1773805740,3/17/26 17:49,2.68,24.114,7.5,0.945
MiniDot1,Tank24,1773805860,3/17/26 17:51,2.68,24.097,7.496,0.945
MiniDot1,Tank24,1773805980,3/17/26 17:53,2.68,24.08,7.503,0.945
MiniDot1,Tank24,1773806100,3/17/26 17:55,2.68,24.088,7.497,0.945
MiniDot1,Tank24,1773806220,3/17/26 17:57,2.68,24.072,7.498,0.945
MiniDot1,Tank24,1773806340,3/17/26 17:59,2.68,24.055,7.498,0.945
MiniDot1,Tank24,1773806460,3/17/26 18:01,2.68,24.046,7.508,0.946
MiniDot1,Tank24,1773806580,3/17/26 18:03,2.68,24.038,7.504,0.946
MiniDot1,Tank24,1773806700,3/17/26 18:05,2.68,24.03,7.48,0.944
MiniDot1,Tank24,1773806820,3/17/26 18:07,2.68,24.03,7.503,0.946
MiniDot1,Tank24,1773806940,3/17/26 18:09,2.68,23.988,7.496,0.945
MiniDot1,Tank24,1773807060,3/17/26 18:11,2.68,24.005,7.491,0.945
MiniDot1,Tank24,1773807180,3/17/26 18:13,2.68,23.996,7.489,0.945
MiniDot1,Tank24,1773807300,3/17/26 18:15,2.68,24.005,7.494,0.946
MiniDot1,Tank24,1773807420,3/17/26 18:17,2.68,23.979,7.489,0.945
MiniDot1,Tank24,1773807540,3/17/26 18:19,2.68,23.979,7.481,0.944
MiniDot1,Tank24,1773807660,3/17/26 18:21,2.68,23.971,7.491,0.946
MiniDot1,Tank24,1773807780,3/17/26 18:23,2.68,23.971,7.483,0.945
MiniDot1,Tank24,1773807900,3/17/26 18:25,2.68,23.954,7.484,0.945
MiniDot1,Tank24,1773808020,3/17/26 18:27,2.68,23.946,7.484,0.945
MiniDot1,Tank24,1773808140,3/17/26 18:29,2.68,23.929,7.492,0.945
MiniDot1,Tank24,1773808260,3/17/26 18:31,2.68,23.938,7.485,0.944
MiniDot1,Tank24,1773808380,3/17/26 18:33,2.68,23.921,7.486,0.945
MiniDot1,Tank24,1773808500,3/17/26 18:35,2.68,23.929,7.499,0.945
MiniDot1,Tank24,1773808620,3/17/26 18:37,2.68,23.904,7.498,0.945
MiniDot1,Tank24,1773808740,3/17/26 18:39,2.68,23.921,7.498,0.945
MiniDot1,Tank24,1773808860,3/17/26 18:41,2.68,23.896,7.517,0.946
MiniDot1,Tank24,1773808980,3/17/26 18:43,2.68,23.887,7.507,0.945
MiniDot1,Tank24,1773809100,3/17/26 18:45,2.68,23.887,7.494,0.944
MiniDot1,Tank24,1773809220,3/17/26 18:47,2.68,23.896,7.5,0.945
MiniDot1,Tank24,1773809340,3/17/26 18:49,2.68,23.879,7.514,0.945
MiniDot1,Tank24,1773809460,3/17/26 18:51,2.68,23.879,7.512,0.945
MiniDot1,Tank24,1773809580,3/17/26 18:53,2.68,23.879,7.506,0.945
MiniDot1,Tank24,1773809700,3/17/26 18:55,2.68,23.862,7.528,0.946
MiniDot1,Tank24,1773809820,3/17/26 18:57,2.68,23.862,7.508,0.944
MiniDot1,Tank24,1773809940,3/17/26 18:59,2.68,23.845,7.524,0.945
MiniDot1,Tank24,1773810060,3/17/26 19:01,2.68,23.854,7.51,0.944
MiniDot1,Tank24,1773810180,3/17/26 19:03,2.68,23.854,7.535,0.946
MiniDot1,Tank24,1773810300,3/17/26 19:05,2.68,23.854,7.518,0.945
MiniDot1,Tank24,1773810420,3/17/26 19:07,2.68,23.854,7.526,0.945
MiniDot1,Tank24,1773810540,3/17/26 19:09,2.68,23.854,7.52,0.945
MiniDot1,Tank24,1773810660,3/17/26 19:11,2.68,23.837,7.521,0.945
MiniDot1,Tank24,1773810780,3/17/26 19:13,2.68,23.845,7.517,0.944
MiniDot1,Tank24,1773810900,3/17/26 19:15,2.68,23.854,7.523,0.945
MiniDot1,Tank24,1773811020,3/17/26 19:17,2.68,23.837,7.529,0.945
MiniDot1,Tank24,1773811140,3/17/26 19:19,2.68,23.845,7.528,0.945
MiniDot1,Tank24,1773811260,3/17/26 19:21,2.68,23.82,7.536,0.945
MiniDot1,Tank24,1773811380,3/17/26 19:23,2.68,23.82,7.53,0.945
MiniDot1,Tank24,1773811500,3/17/26 19:25,2.68,23.82,7.539,0.945
MiniDot1,Tank24,1773811620,3/17/26 19:27,2.68,23.829,7.532,0.945
MiniDot1,Tank24,1773811740,3/17/26 19:29,2.68,23.829,7.546,0.946
MiniDot1,Tank24,1773811860,3/17/26 19:31,2.68,23.82,7.532,0.945
MiniDot1,Tank24,1773811980,3/17/26 19:33,2.68,23.837,7.528,0.945
MiniDot1,Tank24,1773812100,3/17/26 19:35,2.68,23.812,7.536,0.945
MiniDot1,Tank24,1773812220,3/17/26 19:37,2.68,23.812,7.54,0.945
MiniDot1,Tank24,1773812340,3/17/26 19:39,2.68,23.795,7.543,0.945
MiniDot1,Tank24,1773812460,3/17/26 19:41,2.68,23.812,7.542,0.945
MiniDot1,Tank24,1773812580,3/17/26 19:43,2.68,23.803,7.544,0.945
MiniDot1,Tank24,1773812700,3/17/26 19:45,2.68,23.812,7.541,0.945
MiniDot1,Tank24,1773812820,3/17/26 19:47,2.68,23.812,7.533,0.945
MiniDot1,Tank24,1773812940,3/17/26 19:49,2.68,23.778,7.548,0.945
MiniDot1,Tank24,1773813060,3/17/26 19:51,2.68,23.803,7.55,0.945
MiniDot1,Tank24,1773813180,3/17/26 19:53,2.68,23.795,7.541,0.945
MiniDot1,Tank24,1773813300,3/17/26 19:55,2.68,23.795,7.55,0.945
MiniDot1,Tank24,1773813420,3/17/26 19:57,2.68,23.803,7.556,0.946
MiniDot1,Tank24,1773813540,3/17/26 19:59,2.68,23.795,7.541,0.945
MiniDot1,Tank24,1773813660,3/17/26 20:01,2.68,23.787,7.548,0.945
MiniDot1,Tank24,1773813780,3/17/26 20:03,2.68,23.778,7.552,0.945
MiniDot1,Tank24,1773813900,3/17/26 20:05,2.68,23.787,7.536,0.944
MiniDot1,Tank24,1773814020,3/17/26 20:07,2.68,23.77,7.551,0.945
MiniDot1,Tank24,1773814140,3/17/26 20:09,2.68,23.77,7.562,0.946
MiniDot1,Tank24,1773814260,3/17/26 20:11,2.68,23.762,7.542,0.945
MiniDot1,Tank24,1773814380,3/17/26 20:13,2.68,23.753,7.567,0.946
MiniDot1,Tank24,1773814500,3/17/26 20:15,2.68,23.753,7.548,0.945
MiniDot1,Tank24,1773814620,3/17/26 20:17,2.68,23.745,7.552,0.945
MiniDot1,Tank24,1773814740,3/17/26 20:19,2.68,23.745,7.552,0.945
MiniDot1,Tank24,1773814860,3/17/26 20:21,2.68,23.762,7.548,0.945
MiniDot1,Tank24,1773814980,3/17/26 20:23,2.68,23.745,7.551,0.945
MiniDot1,Tank24,1773815100,3/17/26 20:25,2.68,23.736,7.562,0.946
MiniDot1,Tank24,1773815220,3/17/26 20:27,2.68,23.736,7.551,0.945
MiniDot1,Tank24,1773815340,3/17/26 20:29,2.68,23.72,7.551,0.945
MiniDot1,Tank24,1773815460,3/17/26 20:31,2.68,23.703,7.545,0.945
MiniDot1,Tank24,1773815580,3/17/26 20:33,2.68,23.703,7.531,0.944
MiniDot1,Tank24,1773815700,3/17/26 20:35,2.68,23.711,7.545,0.945
MiniDot1,Tank24,1773815820,3/17/26 20:37,2.68,23.703,7.544,0.945
MiniDot1,Tank24,1773815940,3/17/26 20:39,2.68,23.703,7.541,0.945
MiniDot1,Tank24,1773816060,3/17/26 20:41,2.68,23.695,7.539,0.945
MiniDot1,Tank24,1773816180,3/17/26 20:43,2.68,23.703,7.535,0.945
MiniDot1,Tank24,1773816300,3/17/26 20:45,2.68,23.695,7.523,0.945
MiniDot1,Tank24,1773816420,3/17/26 20:47,2.68,23.703,7.527,0.945
MiniDot1,Tank24,1773816540,3/17/26 20:49,2.68,23.686,7.532,0.945
MiniDot1,Tank24,1773816660,3/17/26 20:51,2.68,23.686,7.537,0.945
MiniDot1,Tank24,1773816780,3/17/26 20:53,2.68,23.686,7.523,0.944
MiniDot1,Tank24,1773816900,3/17/26 20:55,2.68,23.686,7.519,0.944
MiniDot1,Tank24,1773817020,3/17/26 20:57,2.68,23.695,7.545,0.946
MiniDot1,Tank24,1773817140,3/17/26 20:59,2.68,23.678,7.538,0.946
MiniDot1,Tank24,1773817260,3/17/26 21:01,2.68,23.678,7.525,0.945
MiniDot1,Tank24,1773817380,3/17/26 21:03,2.68,23.695,7.528,0.945
MiniDot1,Tank24,1773817500,3/17/26 21:05,2.68,23.678,7.526,0.945
MiniDot1,Tank24,1773817620,3/17/26 21:07,2.68,23.678,7.515,0.944
MiniDot1,Tank24,1773817740,3/17/26 21:09,2.68,23.678,7.529,0.945
MiniDot1,Tank24,1773817860,3/17/26 21:11,2.68,23.678,7.529,0.945
MiniDot1,Tank24,1773817980,3/17/26 21:13,2.68,23.695,7.517,0.945
MiniDot1,Tank24,1773818100,3/17/26 21:15,2.68,23.661,7.531,0.945
MiniDot1,Tank24,1773818220,3/17/26 21:17,2.68,23.678,7.52,0.945
MiniDot1,Tank24,1773818340,3/17/26 21:19,2.68,23.686,7.516,0.945
MiniDot1,Tank24,1773818460,3/17/26 21:21,2.68,23.686,7.52,0.945
MiniDot1,Tank24,1773818580,3/17/26 21:23,2.68,23.678,7.518,0.945
MiniDot1,Tank24,1773818700,3/17/26 21:25,2.68,23.678,7.528,0.945
MiniDot1,Tank24,1773818820,3/17/26 21:27,2.68,23.678,7.518,0.945
MiniDot1,Tank24,1773818940,3/17/26 21:29,2.68,23.669,7.518,0.945
MiniDot1,Tank24,1773819060,3/17/26 21:31,2.68,23.678,7.515,0.945
MiniDot1,Tank24,1773819180,3/17/26 21:33,2.68,23.678,7.523,0.945
MiniDot1,Tank24,1773819300,3/17/26 21:35,2.68,23.686,7.511,0.945
MiniDot1,Tank24,1773819420,3/17/26 21:37,2.68,23.695,7.514,0.945
MiniDot1,Tank24,1773819540,3/17/26 21:39,2.68,23.678,7.517,0.945
MiniDot1,Tank24,1773819660,3/17/26 21:41,2.68,23.686,7.513,0.945
MiniDot1,Tank24,1773819780,3/17/26 21:43,2.68,23.669,7.512,0.945
MiniDot1,Tank24,1773819900,3/17/26 21:45,2.68,23.661,7.502,0.944
MiniDot1,Tank24,1773820020,3/17/26 21:47,2.68,23.669,7.512,0.945
MiniDot1,Tank24,1773820140,3/17/26 21:49,2.68,23.686,7.511,0.945
MiniDot1,Tank24,1773820260,3/17/26 21:51,2.68,23.661,7.521,0.946
MiniDot1,Tank24,1773820380,3/17/26 21:53,2.68,23.653,7.513,0.945
MiniDot1,Tank24,1773820500,3/17/26 21:55,2.68,23.678,7.508,0.945
MiniDot1,Tank24,1773820620,3/17/26 21:57,2.68,23.669,7.51,0.945
MiniDot1,Tank24,1773820740,3/17/26 21:59,2.68,23.678,7.508,0.945
MiniDot1,Tank24,1773820860,3/17/26 22:01,2.68,23.678,7.505,0.945
MiniDot1,Tank24,1773820980,3/17/26 22:03,2.68,23.678,7.488,0.944
MiniDot1,Tank24,1773821100,3/17/26 22:05,2.68,23.661,7.505,0.945
MiniDot1,Tank24,1773821220,3/17/26 22:07,2.68,23.678,7.511,0.946
MiniDot1,Tank24,1773821340,3/17/26 22:09,2.68,23.653,7.506,0.945
MiniDot1,Tank24,1773821460,3/17/26 22:11,2.68,23.669,7.504,0.945
MiniDot1,Tank24,1773821580,3/17/26 22:13,2.68,23.669,7.508,0.945
MiniDot1,Tank24,1773821700,3/17/26 22:15,2.68,23.644,7.492,0.944
MiniDot1,Tank24,1773821820,3/17/26 22:17,2.68,23.661,7.507,0.945
MiniDot1,Tank24,1773821940,3/17/26 22:19,2.68,23.644,7.502,0.945
MiniDot1,Tank24,1773822060,3/17/26 22:21,2.68,23.653,7.499,0.945
MiniDot1,Tank24,1773822180,3/17/26 22:23,2.68,23.644,7.495,0.945
MiniDot1,Tank24,1773822300,3/17/26 22:25,2.68,23.644,7.498,0.944
MiniDot1,Tank24,1773822420,3/17/26 22:27,2.68,23.661,7.498,0.945
MiniDot1,Tank24,1773822540,3/17/26 22:29,2.68,23.661,7.508,0.946
MiniDot1,Tank24,1773822660,3/17/26 22:31,2.68,23.653,7.495,0.945
MiniDot1,Tank24,1773822780,3/17/26 22:33,2.68,23.661,7.486,0.944
MiniDot1,Tank24,1773822900,3/17/26 22:35,2.68,23.653,7.505,0.945
MiniDot1,Tank24,1773823020,3/17/26 22:37,2.68,23.653,7.514,0.946
MiniDot1,Tank24,1773823140,3/17/26 22:39,2.68,23.661,7.497,0.945
MiniDot1,Tank24,1773823260,3/17/26 22:41,2.68,23.653,7.508,0.946
MiniDot1,Tank24,1773823380,3/17/26 22:43,2.68,23.653,7.494,0.945
MiniDot1,Tank24,1773823500,3/17/26 22:45,2.68,23.653,7.498,0.945
MiniDot1,Tank24,1773823620,3/17/26 22:47,2.68,23.661,7.489,0.945
MiniDot1,Tank24,1773823740,3/17/26 22:49,2.68,23.661,7.489,0.945
MiniDot1,Tank24,1773823860,3/17/26 22:51,2.68,23.644,7.481,0.944
MiniDot1,Tank24,1773823980,3/17/26 22:53,2.68,23.669,7.487,0.945
MiniDot1,Tank24,1773824100,3/17/26 22:55,2.68,23.661,7.502,0.945
MiniDot1,Tank24,1773824220,3/17/26 22:57,2.68,23.644,7.488,0.945
MiniDot1,Tank24,1773824340,3/17/26 22:59,2.68,23.661,7.482,0.945
MiniDot1,Tank24,1773824460,3/17/26 23:01,2.68,23.653,7.504,0.945
MiniDot1,Tank24,1773824580,3/17/26 23:03,2.68,23.653,7.483,0.945
MiniDot1,Tank24,1773824700,3/17/26 23:05,2.68,23.653,7.477,0.944
MiniDot1,Tank24,1773824820,3/17/26 23:07,2.68,23.653,7.482,0.945
MiniDot1,Tank24,1773824940,3/17/26 23:09,2.68,23.644,7.494,0.945
MiniDot1,Tank24,1773825060,3/17/26 23:11,2.68,23.628,7.493,0.945
MiniDot1,Tank24,1773825180,3/17/26 23:13,2.68,23.653,7.479,0.945
MiniDot1,Tank24,1773825300,3/17/26 23:15,2.68,23.653,7.485,0.945
MiniDot1,Tank24,1773825420,3/17/26 23:17,2.68,23.644,7.49,0.945
MiniDot1,Tank24,1773825540,3/17/26 23:19,2.68,23.653,7.479,0.945
MiniDot1,Tank24,1773825660,3/17/26 23:21,2.68,23.636,7.476,0.945
MiniDot1,Tank24,1773825780,3/17/26 23:23,2.68,23.628,7.487,0.945
MiniDot1,Tank24,1773825900,3/17/26 23:25,2.68,23.636,7.482,0.945
MiniDot1,Tank24,1773826020,3/17/26 23:27,2.68,23.653,7.475,0.944
MiniDot1,Tank24,1773826140,3/17/26 23:29,2.68,23.636,7.494,0.946
MiniDot1,Tank24,1773826260,3/17/26 23:31,2.68,23.636,7.472,0.945
MiniDot1,Tank24,1773826380,3/17/26 23:33,2.68,23.619,7.492,0.945
MiniDot1,Tank24,1773826500,3/17/26 23:35,2.68,23.628,7.488,0.946
MiniDot1,Tank24,1773826620,3/17/26 23:37,2.68,23.619,7.479,0.945
MiniDot1,Tank24,1773826740,3/17/26 23:39,2.68,23.619,7.471,0.944
MiniDot1,Tank24,1773826860,3/17/26 23:41,2.68,23.586,7.488,0.945
MiniDot1,Tank24,1773826980,3/17/26 23:43,2.68,23.602,7.493,0.945
MiniDot1,Tank24,1773827100,3/17/26 23:45,2.68,23.619,7.489,0.945
MiniDot1,Tank24,1773827220,3/17/26 23:47,2.68,23.594,7.476,0.945
MiniDot1,Tank24,1773827340,3/17/26 23:49,2.68,23.594,7.484,0.945
MiniDot1,Tank24,1773827460,3/17/26 23:51,2.68,23.594,7.467,0.945
MiniDot1,Tank24,1773827580,3/17/26 23:53,2.68,23.577,7.476,0.945
MiniDot1,Tank24,1773827700,3/17/26 23:55,2.68,23.577,7.477,0.945
MiniDot1,Tank24,1773827820,3/17/26 23:57,2.68,23.569,7.47,0.945
MiniDot1,Tank24,1773827940,3/17/26 23:59,2.68,23.577,7.471,0.945
MiniDot1,Tank24,1773828060,3/18/26 0:01,2.68,23.569,7.477,0.945
MiniDot1,Tank24,1773828180,3/18/26 0:03,2.68,23.561,7.463,0.945
MiniDot1,Tank24,1773828300,3/18/26 0:05,2.68,23.561,7.47,0.945
MiniDot1,Tank24,1773828420,3/18/26 0:07,2.68,23.552,7.483,0.946
MiniDot1,Tank24,1773828540,3/18/26 0:09,2.68,23.552,7.47,0.945
MiniDot1,Tank24,1773828660,3/18/26 0:11,2.68,23.544,7.474,0.944
MiniDot1,Tank24,1773828780,3/18/26 0:13,2.68,23.535,7.455,0.945
MiniDot1,Tank24,1773828900,3/18/26 0:15,2.68,23.544,7.467,0.945
MiniDot1,Tank24,1773829020,3/18/26 0:17,2.68,23.535,7.46,0.945
MiniDot1,Tank24,1773829140,3/18/26 0:19,2.68,23.535,7.445,0.944
MiniDot1,Tank24,1773829260,3/18/26 0:21,2.68,23.535,7.461,0.945
MiniDot1,Tank24,1773829380,3/18/26 0:23,2.68,23.544,7.458,0.945
MiniDot1,Tank24,1773829500,3/18/26 0:25,2.68,23.535,7.475,0.945
MiniDot1,Tank24,1773829620,3/18/26 0:27,2.68,23.519,7.489,0.946
MiniDot1,Tank24,1773829740,3/18/26 0:29,2.68,23.527,7.46,0.944
MiniDot1,Tank24,1773829860,3/18/26 0:31,2.68,23.519,7.459,0.945
MiniDot1,Tank24,1773829980,3/18/26 0:33,2.68,23.51,7.464,0.945
MiniDot1,Tank24,1773830100,3/18/26 0:35,2.68,23.502,7.462,0.944
MiniDot1,Tank24,1773830220,3/18/26 0:37,2.68,23.502,7.452,0.945
MiniDot1,Tank24,1773830340,3/18/26 0:39,2.68,23.51,7.474,0.945
MiniDot1,Tank24,1773830460,3/18/26 0:41,2.68,23.494,7.46,0.944
MiniDot1,Tank24,1773830580,3/18/26 0:43,2.68,23.51,7.45,0.944
MiniDot1,Tank24,1773830700,3/18/26 0:45,2.68,23.502,7.468,0.945
MiniDot1,Tank24,1773830820,3/18/26 0:47,2.68,23.494,7.454,0.945
MiniDot1,Tank24,1773830940,3/18/26 0:49,2.68,23.51,7.447,0.944
MiniDot1,Tank24,1773831060,3/18/26 0:51,2.68,23.502,7.451,0.945
MiniDot1,Tank24,1773831180,3/18/26 0:53,2.68,23.494,7.465,0.945
MiniDot1,Tank24,1773831300,3/18/26 0:55,2.68,23.485,7.459,0.946
MiniDot1,Tank24,1773831420,3/18/26 0:57,2.68,23.494,7.466,0.945
MiniDot1,Tank24,1773831540,3/18/26 0:59,2.68,23.494,7.467,0.945
MiniDot1,Tank24,1773831660,3/18/26 1:01,2.68,23.468,7.466,0.946
MiniDot1,Tank24,1773831780,3/18/26 1:03,2.68,23.468,7.452,0.946
MiniDot1,Tank24,1773831900,3/18/26 1:05,2.68,23.477,7.461,0.945
MiniDot1,Tank24,1773832020,3/18/26 1:07,2.68,23.477,7.456,0.945
MiniDot1,Tank24,1773832140,3/18/26 1:09,2.68,23.46,7.469,0.945
MiniDot1,Tank24,1773832260,3/18/26 1:11,2.68,23.46,7.463,0.945
MiniDot1,Tank24,1773832380,3/18/26 1:13,2.68,23.477,7.443,0.945
MiniDot1,Tank24,1773832500,3/18/26 1:15,2.68,23.468,7.452,0.945
MiniDot1,Tank24,1773832620,3/18/26 1:17,2.68,23.443,7.45,0.945
MiniDot1,Tank24,1773832740,3/18/26 1:19,2.68,23.452,7.472,0.946
MiniDot1,Tank24,1773832860,3/18/26 1:21,2.68,23.452,7.466,0.945
MiniDot1,Tank24,1773832980,3/18/26 1:23,2.68,23.452,7.455,0.945
MiniDot1,Tank24,1773833100,3/18/26 1:25,2.68,23.452,7.447,0.944
MiniDot1,Tank24,1773833220,3/18/26 1:27,2.68,23.427,7.465,0.945
MiniDot1,Tank24,1773833340,3/18/26 1:29,2.68,23.443,7.433,0.944
MiniDot1,Tank24,1773833460,3/18/26 1:31,2.68,23.435,7.466,0.945
MiniDot1,Tank24,1773833580,3/18/26 1:33,2.68,23.427,7.459,0.944
MiniDot1,Tank24,1773833700,3/18/26 1:35,2.68,23.443,7.443,0.945
MiniDot1,Tank24,1773833820,3/18/26 1:37,2.68,23.435,7.465,0.945
MiniDot1,Tank24,1773833940,3/18/26 1:39,2.68,23.443,7.46,0.945
MiniDot1,Tank24,1773834060,3/18/26 1:41,2.68,23.418,7.443,0.945
MiniDot1,Tank24,1773834180,3/18/26 1:43,2.68,23.427,7.475,0.945
MiniDot1,Tank24,1773834300,3/18/26 1:45,2.68,23.41,7.461,0.946
MiniDot1,Tank24,1773834420,3/18/26 1:47,2.68,23.418,7.462,0.945
MiniDot1,Tank24,1773834540,3/18/26 1:49,2.68,23.393,7.459,0.945
MiniDot1,Tank24,1773834660,3/18/26 1:51,2.68,23.385,7.45,0.945
MiniDot1,Tank24,1773834780,3/18/26 1:53,2.68,23.401,7.454,0.945
MiniDot1,Tank24,1773834900,3/18/26 1:55,2.68,23.385,7.456,0.945
MiniDot1,Tank24,1773835020,3/18/26 1:57,2.68,23.385,7.442,0.944
MiniDot1,Tank24,1773835140,3/18/26 1:59,2.68,23.385,7.438,0.944
MiniDot1,Tank24,1773835260,3/18/26 2:01,2.68,23.376,7.442,0.945
MiniDot1,Tank24,1773835380,3/18/26 2:03,2.68,23.376,7.455,0.945
MiniDot1,Tank24,1773835500,3/18/26 2:05,2.68,23.36,7.457,0.944
MiniDot1,Tank24,1773835620,3/18/26 2:07,2.68,23.36,7.457,0.945
MiniDot1,Tank24,1773835740,3/18/26 2:09,2.68,23.368,7.44,0.944
MiniDot1,Tank24,1773835860,3/18/26 2:11,2.68,23.368,7.451,0.945
MiniDot1,Tank24,1773835980,3/18/26 2:13,2.68,23.351,7.437,0.945
MiniDot1,Tank24,1773836100,3/18/26 2:15,2.68,23.368,7.454,0.945
MiniDot1,Tank24,1773836220,3/18/26 2:17,2.68,23.36,7.443,0.945
MiniDot1,Tank24,1773836340,3/18/26 2:19,2.68,23.343,7.452,0.945
MiniDot1,Tank24,1773836460,3/18/26 2:21,2.68,23.351,7.428,0.944
MiniDot1,Tank24,1773836580,3/18/26 2:23,2.68,23.343,7.461,0.945
MiniDot1,Tank24,1773836700,3/18/26 2:25,2.68,23.334,7.445,0.945
MiniDot1,Tank24,1773836820,3/18/26 2:27,2.68,23.318,7.479,0.945
MiniDot1,Tank24,1773836940,3/18/26 2:29,2.68,23.334,7.454,0.945
MiniDot1,Tank24,1773837060,3/18/26 2:31,2.68,23.326,7.446,0.944
MiniDot1,Tank24,1773837180,3/18/26 2:33,2.68,23.301,7.467,0.945
MiniDot1,Tank24,1773837300,3/18/26 2:35,2.68,23.284,7.463,0.945
MiniDot1,Tank24,1773837420,3/18/26 2:37,2.68,23.309,7.434,0.944
MiniDot1,Tank24,1773837540,3/18/26 2:39,2.68,23.318,7.446,0.944
MiniDot1,Tank24,1773837660,3/18/26 2:41,2.68,23.309,7.426,0.944
MiniDot1,Tank24,1773837780,3/18/26 2:43,2.68,23.301,7.437,0.945
MiniDot1,Tank24,1773837900,3/18/26 2:45,2.68,23.301,7.426,0.945
MiniDot1,Tank24,1773838020,3/18/26 2:47,2.68,23.301,7.474,0.946
MiniDot1,Tank24,1773838140,3/18/26 2:49,2.68,23.276,7.45,0.945
MiniDot1,Tank24,1773838260,3/18/26 2:51,2.68,23.284,7.449,0.945
MiniDot1,Tank24,1773838380,3/18/26 2:53,2.68,23.293,7.43,0.944
MiniDot1,Tank24,1773838500,3/18/26 2:55,2.68,23.284,7.418,0.944
MiniDot1,Tank24,1773838620,3/18/26 2:57,2.68,23.276,7.436,0.945
MiniDot1,Tank24,1773838740,3/18/26 2:59,2.68,23.284,7.45,0.945
MiniDot1,Tank24,1773838860,3/18/26 3:01,2.68,23.267,7.438,0.944
MiniDot1,Tank24,1773838980,3/18/26 3:03,2.68,23.276,7.425,0.945
MiniDot1,Tank24,1773839100,3/18/26 3:05,2.68,23.267,7.439,0.945
MiniDot1,Tank24,1773839220,3/18/26 3:07,2.68,23.284,7.445,0.945
MiniDot1,Tank24,1773839340,3/18/26 3:09,2.68,23.284,7.456,0.945
MiniDot1,Tank24,1773839460,3/18/26 3:11,2.68,23.276,7.445,0.945
MiniDot1,Tank24,1773839580,3/18/26 3:13,2.68,23.301,7.427,0.945
