Instrument,Tank,DateTime,Temperature,DO1,DO,"Temperature (W-CTD-02 22443169), °C","Absolute Pressure (W-CTD-02 22443169), kPa","Electrical Conductivity (W-CTD-02 22443169), µS/cm","Specific Conductivity (W-CTD-02 22443169), µS/cm",Salinity,"Total Dissolved Solids (W-CTD-02 22443169), mg/L"
DO1,Sump5,3/18/26 7:54,24.49,7.67,6.34,24.43,102.842,50379.3,50989.5,33.44,32746.53
DO1,Sump5,3/18/26 7:56,24.49,7.68,6.34,24.43,102.929,50382.1,50992.4,33.44,32748.39
DO1,Sump5,3/18/26 7:58,24.49,7.68,6.35,24.43,102.86,50398.1,51005.3,33.45,32758.78
DO1,Sump5,3/18/26 8:00,24.5,7.7,6.36,24.44,102.86,50435.8,51040.2,33.47,32783.29
DO1,Sump5,3/18/26 8:02,24.5,7.71,6.37,24.44,102.843,50483.6,51085.2,33.51,32814.32
DO1,Sump5,3/18/26 8:04,24.5,7.73,6.38,24.45,102.826,50465.7,51060.6,33.49,32802.73
DO1,Sump5,3/18/26 8:06,24.51,7.71,6.37,24.45,102.929,50465.7,51057.4,33.49,32802.73
DO1,Sump5,3/18/26 8:08,24.51,7.73,6.39,24.45,102.912,50413.8,51001.5,33.45,32768.97
DO1,Sump5,3/18/26 8:10,24.51,7.74,6.39,24.45,102.912,50484.6,51069.9,33.5,32815.01
DO1,Sump5,3/18/26 8:12,24.51,7.72,6.38,24.46,102.929,50478.6,51057.3,33.49,32811.07
DO1,Sump5,3/18/26 8:14,24.52,7.71,6.37,24.46,102.912,50408.8,50983.5,33.43,32765.74
DO1,Sump5,3/18/26 8:16,24.52,7.7,6.36,24.47,102.843,50474.7,51046.8,33.48,32808.52
DO1,Sump5,3/18/26 8:18,24.53,7.71,6.36,24.47,102.844,50494.6,51063.7,33.49,32821.5
DO1,Sump5,3/18/26 8:20,24.52,7.72,6.38,24.47,102.878,50478.6,51050.7,33.48,32811.07
DO1,Sump5,3/18/26 8:22,24.53,7.72,6.37,24.47,102.895,50457.6,51029.5,33.47,32797.42
DO1,Sump5,3/18/26 8:24,24.53,7.71,6.37,24.46,102.895,50436.6,51011.5,33.45,32783.77
DO1,Sump5,3/18/26 8:26,24.53,7.68,6.35,24.46,102.929,50433.7,51011.9,33.45,32781.91
DO1,Sump5,3/18/26 8:28,24.53,7.66,6.33,24.46,102.86,50423.8,51005.1,33.45,32775.45
DO1,Sump5,3/18/26 8:30,24.52,7.65,6.32,24.45,102.946,50436.6,51021.3,33.46,32783.77
DO1,Sump5,3/18/26 8:32,24.52,7.66,6.33,24.45,102.912,50432.7,51017.3,33.46,32781.23
DO1,Sump5,3/18/26 8:34,24.52,7.69,6.35,24.46,102.878,50429.8,51011.2,33.45,32779.37
DO1,Sump5,3/18/26 8:36,24.52,7.72,6.37,24.46,102.86,50483.6,51065.6,33.49,32814.32
DO1,Sump5,3/18/26 8:38,24.53,7.74,6.39,24.46,102.878,50441.6,51019.8,33.46,32787.02
DO1,Sump5,3/18/26 8:40,24.52,7.76,6.41,24.46,102.912,50478.6,51054,33.49,32811.07
DO1,Sump5,3/18/26 8:42,24.53,7.77,6.42,24.47,102.912,50455.8,51027.7,33.47,32796.25
DO1,Sump5,3/18/26 8:44,24.53,7.77,6.42,24.47,102.878,50521.4,51094,33.52,32838.9
DO1,Sump5,3/18/26 8:46,24.53,7.8,6.44,24.48,102.947,50529.2,51092.1,33.51,32844
DO1,Sump5,3/18/26 8:48,24.55,7.82,6.47,24.51,102.931,50491.4,51011.4,33.46,32819.43
DO1,Sump5,3/18/26 8:50,24.59,7.86,6.49,24.58,102.933,50593.2,51048.8,33.49,32885.59
DO1,Sump5,3/18/26 8:52,24.63,7.92,6.55,24.61,102.899,50631.2,51047.9,33.49,32910.25
DO1,Sump5,3/18/26 8:54,24.67,7.95,6.57,24.64,102.917,50673.1,51060.7,33.5,32937.51
DO1,Sump5,3/18/26 8:56,24.69,7.96,6.58,24.64,103.003,50691.4,51079.2,33.51,32949.44
DO1,Sump5,3/18/26 8:58,24.7,7.96,6.58,24.64,103.003,50611.1,50991.7,33.45,32897.22
DO1,Sump5,3/18/26 9:00,24.72,7.98,6.59,24.66,102.969,50695.4,51057.1,33.5,32952
DO1,Sump5,3/18/26 9:02,24.74,7.98,6.6,24.69,102.901,50685.3,51020.9,33.47,32945.46
DO1,Sump5,3/18/26 9:04,24.74,7.98,6.59,24.69,102.987,50673.1,51008.6,33.46,32937.51
DO1,Sump5,3/18/26 9:06,24.76,7.96,6.58,24.7,102.988,50725.6,51041.8,33.49,32971.62
DO1,Sump5,3/18/26 9:08,24.77,7.94,6.56,24.7,102.971,50697.1,51013.2,33.47,32953.14
DO1,Sump5,3/18/26 9:10,24.76,7.94,6.56,24.68,102.987,50679.2,51024.5,33.48,32941.48
DO1,Sump5,3/18/26 9:12,24.74,7.94,6.56,24.64,102.969,50649.1,51036.5,33.48,32921.9
DO1,Sump5,3/18/26 9:14,24.71,7.93,6.55,24.61,102.951,50646.9,51070.3,33.51,32920.49
DO1,Sump5,3/18/26 9:16,24.69,7.89,6.52,24.59,102.967,50657.3,51097.1,33.52,32927.27
DO1,Sump5,3/18/26 9:18,24.67,7.85,6.48,24.59,103.002,50591.1,51033.5,33.48,32884.19
DO1,Sump5,3/18/26 9:20,24.66,7.84,6.48,24.58,102.984,50595,51040.8,33.48,32886.75
DO1,Sump5,3/18/26 9:22,24.66,7.86,6.49,24.58,102.984,50598.9,51044.7,33.49,32889.3
DO1,Sump5,3/18/26 9:24,24.65,7.86,6.5,24.58,102.967,50637.3,51083.4,33.51,32914.23
DO1,Sump5,3/18/26 9:26,24.64,7.89,6.52,24.59,102.933,50601.1,51040.4,33.48,32890.7
DO1,Sump5,3/18/26 9:28,24.66,7.92,6.54,24.61,102.951,50617.2,51040.3,33.48,32901.18
DO1,Sump5,3/18/26 9:30,24.68,7.95,6.57,24.64,102.969,50693.2,51084.3,33.52,32950.58
DO1,Sump5,3/18/26 9:32,24.69,7.96,6.57,24.65,102.986,50737.4,51109.2,33.54,32979.31
DO1,Sump5,3/18/26 9:34,24.73,7.96,6.58,24.68,102.953,50759.7,51102.3,33.53,32993.83
DO1,Sump5,3/18/26 9:36,24.74,7.95,6.57,24.68,102.987,50751.4,51090.7,33.52,32988.42
DO1,Sump5,3/18/26 9:38,24.74,7.95,6.57,24.68,103.004,50759.3,51098.6,33.53,32993.54
DO1,Sump5,3/18/26 9:40,24.76,7.96,6.58,24.7,102.936,50759.7,51079.4,33.52,32993.83
DO1,Sump5,3/18/26 9:42,24.76,7.94,6.56,24.68,103.022,50737.4,51076.5,33.51,32979.31
DO1,Sump5,3/18/26 9:44,24.76,7.91,6.54,24.67,103.004,50717.3,51069.3,33.51,32966.21
DO1,Sump5,3/18/26 9:46,24.74,7.9,6.53,24.66,103.021,50743.5,51108.8,33.54,32983.29
DO1,Sump5,3/18/26 9:48,24.73,7.88,6.51,24.64,103.003,50679.2,51060.4,33.5,32941.48
DO1,Sump5,3/18/26 9:50,24.72,7.91,6.53,24.63,103.072,50630.8,51027.9,33.48,32910
DO1,Sump5,3/18/26 9:52,24.7,7.93,6.55,24.62,103.037,50645.1,51055.4,33.49,32919.34
DO1,Sump5,3/18/26 9:54,24.69,7.91,6.54,24.61,103.054,50638.1,51054.8,33.49,32914.74
DO1,Sump5,3/18/26 9:56,24.68,7.92,6.55,24.61,103.071,50609.7,51029.5,33.48,32896.32
DO1,Sump5,3/18/26 9:58,24.68,7.93,6.55,24.6,103.002,50600,51026.2,33.47,32890
DO1,Sump5,3/18/26 10:00,24.68,7.9,6.53,24.6,103.019,50615,51047.9,33.49,32899.78
DO1,Sump5,3/18/26 10:02,24.67,7.87,6.5,24.59,103.019,50655.2,51094.9,33.52,32925.86
DO1,Sump5,3/18/26 10:04,24.66,7.84,6.47,24.58,103.019,50611.1,51057,33.49,32897.22
DO1,Sump5,3/18/26 10:06,24.65,7.85,6.49,24.58,102.984,50563.2,51015.2,33.46,32866.06
DO1,Sump5,3/18/26 10:08,24.64,7.87,6.51,24.58,102.984,50572.1,51027.5,33.47,32871.87
DO1,Sump5,3/18/26 10:10,24.64,7.9,6.53,24.57,102.984,50537.1,50995.4,33.45,32849.11
DO1,Sump5,3/18/26 10:12,24.64,7.9,6.53,24.58,103.036,50536,50991.1,33.45,32848.41
DO1,Sump5,3/18/26 10:14,24.64,7.89,6.52,24.58,103.036,50522.1,50973.8,33.43,32839.36
DO1,Sump5,3/18/26 10:16,24.64,7.9,6.53,24.58,103.07,50533.2,50984.9,33.44,32846.55
DO1,Sump5,3/18/26 10:18,24.64,7.9,6.53,24.58,103.07,50554.2,51006.2,33.46,32860.26
DO1,Sump5,3/18/26 10:20,24.64,7.9,6.53,24.58,103.036,50562.1,51017.4,33.46,32865.36
DO1,Sump5,3/18/26 10:22,24.64,7.9,6.53,24.57,103.105,50477.2,50935,33.4,32810.17
DO1,Sump5,3/18/26 10:24,24.64,7.88,6.51,24.57,103.087,50559.2,51017.8,33.46,32863.51
DO1,Sump5,3/18/26 10:26,24.64,7.87,6.5,24.57,103.053,50513.2,50971.3,33.43,32833.57
DO1,Sump5,3/18/26 10:28,24.64,7.88,6.51,24.57,103.019,50527.1,50985.3,33.44,32842.61
DO1,Sump5,3/18/26 10:30,24.64,7.89,6.52,24.58,103.053,50539.2,50994.3,33.45,32850.5
DO1,Sump5,3/18/26 10:32,24.64,7.91,6.54,24.57,103.001,50501.1,50959.1,33.42,32825.69
DO1,Sump5,3/18/26 10:34,24.64,7.9,6.53,24.57,103.036,50511,50972.4,33.43,32832.18
DO1,Sump5,3/18/26 10:36,24.63,7.91,6.54,24.57,103.036,50513.2,50974.5,33.43,32833.57
DO1,Sump5,3/18/26 10:38,24.63,7.93,6.55,24.57,103.053,50500.3,50961.6,33.42,32825.22
DO1,Sump5,3/18/26 10:40,24.64,7.93,6.55,24.57,103.018,50539.2,51000.8,33.45,32850.5
DO1,Sump5,3/18/26 10:42,24.64,7.93,6.55,24.57,103.036,50515.3,50976.7,33.43,32834.96
DO1,Sump5,3/18/26 10:44,24.64,7.95,6.57,24.58,103.053,50521,50966.2,33.43,32838.67
DO1,Sump5,3/18/26 10:46,24.67,7.98,6.6,24.64,103.055,50557.1,50940.6,33.41,32862.11
DO1,Sump5,3/18/26 10:48,24.71,8.05,6.65,24.7,103.039,50659.1,50981.4,33.44,32928.42
DO1,Sump5,3/18/26 10:50,24.75,8.08,6.68,24.74,103.041,50733.5,51007.4,33.47,32976.75
DO1,Sump5,3/18/26 10:52,24.8,8.08,6.68,24.77,103.007,50681,50928.6,33.41,32942.63
DO1,Sump5,3/18/26 10:54,24.82,8.06,6.66,24.79,103.025,50767.6,50989.6,33.46,32998.96
DO1,Sump5,3/18/26 10:56,24.85,8.06,6.66,24.82,103.077,50775.5,50971.5,33.44,33004.09
DO1,Sump5,3/18/26 10:58,24.88,8.05,6.65,24.84,103.026,50854.1,51027.7,33.49,33055.18
DO1,Sump5,3/18/26 11:00,24.9,8.04,6.64,24.84,103.06,50830,51003.5,33.47,33039.47
DO1,Sump5,3/18/26 11:02,24.89,8.04,6.64,24.82,103.026,50787.8,50977.4,33.45,33012.07
DO1,Sump5,3/18/26 11:04,24.88,8.02,6.63,24.79,102.99,50741.3,50969.7,33.44,32981.87
DO1,Sump5,3/18/26 11:06,24.85,8,6.61,24.74,102.989,50733.5,51007.4,33.47,32976.75
DO1,Sump5,3/18/26 11:08,24.82,7.98,6.6,24.72,102.988,50687.1,50986.8,33.45,32946.6
DO1,Sump5,3/18/26 11:10,24.81,7.98,6.6,24.73,102.971,50757.6,51047.9,33.49,32992.41
DO1,Sump5,3/18/26 11:12,24.8,7.99,6.6,24.74,102.92,50771.6,51049,33.5,33001.52
DO1,Sump5,3/18/26 11:14,24.81,7.99,6.6,24.75,102.938,50833.9,51098.6,33.53,33042.03
DO1,Sump5,3/18/26 11:16,24.82,7.98,6.59,24.76,102.955,50823.8,51085.2,33.52,33035.47
DO1,Sump5,3/18/26 11:18,24.82,8,6.61,24.75,102.955,50840.1,51108,33.54,33046.04
DO1,Sump5,3/18/26 11:20,24.81,8.01,6.62,24.74,102.937,50790.2,51074.2,33.51,33013.63
DO1,Sump5,3/18/26 11:22,24.8,8.02,6.63,24.72,102.954,50841.8,51139.1,33.56,33047.17
DO1,Sump5,3/18/26 11:24,24.8,8.06,6.66,24.74,102.92,50872.1,51153.3,33.57,33066.89
DO1,Sump5,3/18/26 11:26,24.81,8.09,6.69,24.77,102.921,50858.1,51100,33.54,33057.75
DO1,Sump5,3/18/26 11:28,24.84,8.12,6.71,24.81,102.956,50864.2,51070.4,33.52,33061.75
DO1,Sump5,3/18/26 11:30,24.87,8.14,6.73,24.83,102.991,50876.6,51056.7,33.51,33069.78
DO1,Sump5,3/18/26 11:32,24.89,8.16,6.74,24.86,103.026,50926.8,51081,33.53,33102.39
DO1,Sump5,3/18/26 11:34,24.91,8.17,6.75,24.86,102.975,50922.8,51077.1,33.52,33099.82
DO1,Sump5,3/18/26 11:36,24.91,8.15,6.74,24.83,102.991,50862,51038.9,33.49,33060.31
DO1,Sump5,3/18/26 11:38,24.89,8.15,6.74,24.81,102.939,50858.1,51060.9,33.51,33057.75
DO1,Sump5,3/18/26 11:40,24.87,8.16,6.74,24.78,102.955,50887.3,51122.9,33.55,33076.76
DO1,Sump5,3/18/26 11:42,24.85,8.13,6.72,24.75,102.989,50821.6,51086.2,33.52,33034.03
DO1,Sump5,3/18/26 11:44,24.84,8.15,6.73,24.75,102.972,50849.1,51117.1,33.55,33051.89
DO1,Sump5,3/18/26 11:46,24.83,8.16,6.75,24.77,102.938,50822.1,51067.1,33.51,33034.34
DO1,Sump5,3/18/26 11:48,24.84,8.2,6.77,24.78,102.956,50850.2,51082.3,33.52,33052.61
DO1,Sump5,3/18/26 11:50,24.84,8.21,6.79,24.78,102.973,50822.1,51060.6,33.51,33034.34
DO1,Sump5,3/18/26 11:52,24.85,8.23,6.8,24.78,102.99,50864.2,51103,33.54,33061.75
DO1,Sump5,3/18/26 11:54,24.85,8.24,6.81,24.78,102.938,50870.4,51102.7,33.54,33065.77
DO1,Sump5,3/18/26 11:56,24.85,8.26,6.83,24.79,102.939,50878.3,51104.1,33.54,33070.91
DO1,Sump5,3/18/26 11:58,24.87,8.27,6.83,24.82,102.922,50890.7,51087.1,33.53,33078.93
DO1,Sump5,3/18/26 12:00,24.89,8.29,6.85,24.84,102.957,50906.5,51077,33.52,33089.21
DO1,Sump5,3/18/26 12:02,24.9,8.29,6.85,24.85,103.009,50929.6,51093.6,33.53,33104.23
DO1,Sump5,3/18/26 12:04,24.9,8.27,6.83,24.84,103.009,50902.5,51069.7,33.52,33086.64
DO1,Sump5,3/18/26 12:06,24.91,8.26,6.83,24.84,102.974,50917.7,51088.3,33.53,33096.53
DO1,Sump5,3/18/26 12:08,24.91,8.28,6.84,24.84,102.974,50953.3,51123.9,33.56,33119.61
DO1,Sump5,3/18/26 12:10,24.91,8.3,6.86,24.85,102.957,50969.6,51133.8,33.56,33130.24
DO1,Sump5,3/18/26 12:12,24.92,8.3,6.86,24.86,102.958,50981.5,51135.9,33.57,33137.96
DO1,Sump5,3/18/26 12:14,24.93,8.31,6.87,24.86,102.975,50916.6,51067.6,33.52,33095.8
DO1,Sump5,3/18/26 12:16,24.92,8.3,6.86,24.83,102.922,50901.4,51088.2,33.53,33085.92
DO1,Sump5,3/18/26 12:18,24.89,8.28,6.84,24.78,102.921,50859.2,51091.4,33.53,33058.46
DO1,Sump5,3/18/26 12:20,24.87,8.27,6.83,24.79,102.938,50862,51091,33.53,33060.31
DO1,Sump5,3/18/26 12:22,24.87,8.28,6.84,24.81,102.905,50850.8,51053.7,33.5,33053.02
DO1,Sump5,3/18/26 12:24,24.88,8.31,6.86,24.83,102.922,50940.9,51127.8,33.56,33111.55
DO1,Sump5,3/18/26 12:26,24.89,8.3,6.86,24.82,102.939,50903.1,51093.2,33.53,33087.04
DO1,Sump5,3/18/26 12:28,24.88,8.29,6.85,24.81,102.922,50926.8,51129.9,33.56,33102.39
DO1,Sump5,3/18/26 12:30,24.87,8.29,6.85,24.8,102.904,50896.4,51109.2,33.54,33082.63
DO1,Sump5,3/18/26 12:32,24.87,8.29,6.85,24.81,102.887,50940.9,51144.1,33.57,33111.55
DO1,Sump5,3/18/26 12:34,24.87,8.3,6.86,24.81,102.905,50922.8,51125.9,33.56,33099.82
DO1,Sump5,3/18/26 12:36,24.87,8.3,6.86,24.8,102.922,50900.3,51116.4,33.55,33085.19
DO1,Sump5,3/18/26 12:38,24.86,8.3,6.86,24.79,102.938,50886.2,51115.3,33.55,33076.04
DO1,Sump5,3/18/26 12:40,24.86,8.3,6.86,24.77,102.886,50920.6,51162.8,33.58,33098.37
DO1,Sump5,3/18/26 12:42,24.84,8.31,6.87,24.77,102.921,50905.4,51154.1,33.58,33088.48
DO1,Sump5,3/18/26 12:44,24.84,8.32,6.87,24.77,102.938,50895.2,51147.2,33.57,33081.9
DO1,Sump5,3/18/26 12:46,24.83,8.31,6.86,24.77,102.921,50908.2,51160.2,33.58,33090.33
DO1,Sump5,3/18/26 12:48,24.84,8.32,6.87,24.78,102.938,50845.7,51084.4,33.52,33049.73
DO1,Sump5,3/18/26 12:50,24.85,8.34,6.89,24.8,102.905,50886.2,51095.7,33.53,33076.04
DO1,Sump5,3/18/26 12:52,24.87,8.36,6.9,24.85,102.906,50971.3,51135.5,33.57,33131.36
DO1,Sump5,3/18/26 12:54,24.92,8.35,6.9,24.88,102.872,51023.9,51149.1,33.58,33165.51
DO1,Sump5,3/18/26 12:56,24.93,8.32,6.88,24.88,102.855,50988.3,51116.7,33.55,33142.38
DO1,Sump5,3/18/26 12:58,24.96,8.29,6.85,24.89,102.907,50993.9,51115.9,33.55,33146.06
DO1,Sump5,3/18/26 13:00,24.96,8.28,6.84,24.87,102.906,51043.1,51188,33.6,33178.02
DO1,Sump5,3/18/26 13:02,24.93,8.27,6.83,24.83,102.888,50983.2,51163.7,33.59,33139.07
DO1,Sump5,3/18/26 13:04,24.91,8.27,6.84,24.8,102.87,50936.4,51149.4,33.57,33108.65
DO1,Sump5,3/18/26 13:06,24.88,8.28,6.84,24.78,102.887,50899.2,51134.8,33.56,33084.47
DO1,Sump5,3/18/26 13:08,24.85,8.27,6.83,24.77,102.869,50927.9,51180,33.59,33103.12
DO1,Sump5,3/18/26 13:10,24.84,8.26,6.82,24.76,102.886,50925.6,51184.3,33.6,33101.67
DO1,Sump5,3/18/26 13:12,24.84,8.24,6.81,24.76,102.869,50839.6,51101,33.54,33045.73
DO1,Sump5,3/18/26 13:14,24.82,8.25,6.81,24.74,102.817,50897.5,51172.3,33.59,33083.35
DO1,Sump5,3/18/26 13:16,24.81,8.26,6.82,24.73,102.868,50797,51084.3,33.52,33018.04
DO1,Sump5,3/18/26 13:18,24.81,8.26,6.83,24.74,102.851,50851.9,51133,33.56,33053.74
DO1,Sump5,3/18/26 13:20,24.81,8.26,6.82,24.74,102.817,50843.5,51118.1,33.55,33048.29
DO1,Sump5,3/18/26 13:22,24.8,8.27,6.83,24.74,102.868,50830.6,51114.8,33.54,33039.88
DO1,Sump5,3/18/26 13:24,24.81,8.26,6.83,24.72,102.885,50814.3,51111.5,33.54,33029.32
DO1,Sump5,3/18/26 13:26,24.79,8.25,6.82,24.72,102.868,50774,51074.2,33.51,33003.08
DO1,Sump5,3/18/26 13:28,24.79,8.25,6.82,24.72,102.885,50776.2,51076.4,33.52,33004.51
DO1,Sump5,3/18/26 13:30,24.78,8.26,6.82,24.72,102.885,50803.1,51103.5,33.54,33022.04
DO1,Sump5,3/18/26 13:32,24.79,8.26,6.82,24.73,102.885,50848.6,51139.4,33.56,33051.57
DO1,Sump5,3/18/26 13:34,24.8,8.23,6.8,24.74,102.851,50819.4,51093.8,33.53,33032.59
DO1,Sump5,3/18/26 13:36,24.81,8.24,6.81,24.76,102.852,50823.3,51078.2,33.52,33035.16
DO1,Sump5,3/18/26 13:38,24.82,8.26,6.83,24.77,102.817,50803.1,51051.4,33.5,33022.04
DO1,Sump5,3/18/26 13:40,24.82,8.25,6.82,24.76,102.869,50765,51019.5,33.48,32997.24
DO1,Sump5,3/18/26 13:42,24.82,8.25,6.81,24.77,102.869,50830.1,51081.7,33.52,33039.57
DO1,Sump5,3/18/26 13:44,24.85,8.26,6.83,24.82,102.819,50889.1,51085.5,33.53,33077.89
DO1,Sump5,3/18/26 13:46,24.89,8.28,6.84,24.86,102.82,50904.3,51058.5,33.51,33087.77
DO1,Sump5,3/18/26 13:48,24.92,8.31,6.87,24.88,102.855,50872.8,51000.9,33.47,33067.3
DO1,Sump5,3/18/26 13:50,24.95,8.33,6.89,24.92,102.873,50885.7,50968.4,33.45,33075.72
DO1,Sump5,3/18/26 13:52,24.97,8.34,6.9,24.91,102.856,50852.5,50951.4,33.43,33054.14
DO1,Sump5,3/18/26 13:54,24.97,8.34,6.9,24.88,102.855,50845.3,50970.1,33.45,33049.42
DO1,Sump5,3/18/26 13:56,24.96,8.35,6.9,24.87,102.786,50857.6,50998.6,33.47,33057.43
DO1,Sump5,3/18/26 13:58,24.93,8.35,6.91,24.84,102.837,50799.2,50966.1,33.44,33019.47
DO1,Sump5,3/18/26 14:00,24.92,8.34,6.89,24.83,102.819,50784.1,50970.4,33.44,33009.63
DO1,Sump5,3/18/26 14:02,24.9,8.32,6.88,24.8,102.836,50757.8,50966.7,33.44,32992.54
DO1,Sump5,3/18/26 14:04,24.88,8.3,6.86,24.77,102.818,50758.9,51003.6,33.46,32993.26
DO1,Sump5,3/18/26 14:06,24.85,8.28,6.85,24.75,102.834,50748.8,51013,33.47,32986.7
DO1,Sump5,3/18/26 14:08,24.83,8.26,6.83,24.74,102.799,50798.1,51078.9,33.52,33018.75
DO1,Sump5,3/18/26 14:10,24.81,8.25,6.81,24.72,102.833,50798.1,51095.2,33.53,33018.75
DO1,Sump5,3/18/26 14:12,24.8,8.24,6.8,24.72,102.833,50799.8,51103.4,33.54,33019.88
DO1,Sump5,3/18/26 14:14,24.79,8.24,6.81,24.71,102.816,50814.3,51121.3,33.55,33029.32
DO1,Sump5,3/18/26 14:16,24.78,8.26,6.82,24.72,102.851,50832.3,51132.9,33.56,33041
DO1,Sump5,3/18/26 14:18,24.79,8.27,6.83,24.73,102.851,50862.6,51153.6,33.57,33060.72
DO1,Sump5,3/18/26 14:20,24.8,8.29,6.85,24.75,102.817,50809.3,51080.4,33.52,33026.03
DO1,Sump5,3/18/26 14:22,24.82,8.33,6.88,24.78,102.818,50877.8,51110.1,33.54,33070.58
DO1,Sump5,3/18/26 14:24,24.85,8.33,6.88,24.8,102.853,50851.4,51067.3,33.51,33053.43
DO1,Sump5,3/18/26 14:26,24.85,8.3,6.86,24.78,102.783,50908.2,51140.6,33.57,33090.33
DO1,Sump5,3/18/26 14:28,24.84,8.27,6.83,24.77,102.766,50912.2,51164.2,33.58,33092.9
DO1,Sump5,3/18/26 14:30,24.83,8.25,6.81,24.75,102.783,50929.1,51194.2,33.6,33103.91
DO1,Sump5,3/18/26 14:32,24.82,8.24,6.8,24.74,102.782,50883.5,51161.5,33.58,33074.27
DO1,Sump5,3/18/26 14:34,24.81,8.23,6.8,24.73,102.73,50886.8,51177.9,33.59,33076.44
DO1,Sump5,3/18/26 14:36,24.8,8.21,6.78,24.72,102.747,50861.5,51162.3,33.58,33060
DO1,Sump5,3/18/26 14:38,24.79,8.2,6.77,24.71,102.799,50913.3,51224.1,33.62,33093.63
DO1,Sump5,3/18/26 14:40,24.78,8.19,6.76,24.7,102.781,50925.1,51242.6,33.64,33101.33
DO1,Sump5,3/18/26 14:42,24.78,8.2,6.77,24.7,102.747,50907.7,51228.3,33.63,33090
DO1,Sump5,3/18/26 14:44,24.78,8.19,6.76,24.71,102.747,50911.7,51225.8,33.62,33092.57
DO1,Sump5,3/18/26 14:46,24.78,8.18,6.76,24.7,102.747,50893.6,51217.4,33.62,33080.85
DO1,Sump5,3/18/26 14:48,24.77,8.17,6.74,24.69,102.764,50893.6,51227.3,33.63,33080.85
DO1,Sump5,3/18/26 14:50,24.76,8.17,6.74,24.69,102.746,50946.5,51283.8,33.67,33115.24
DO1,Sump5,3/18/26 14:52,24.76,8.19,6.76,24.69,102.746,50886.3,51216.7,33.62,33076.12
DO1,Sump5,3/18/26 14:54,24.77,8.23,6.8,24.7,102.712,50855.4,51172.4,33.59,33056
DO1,Sump5,3/18/26 14:56,24.77,8.27,6.83,24.71,102.747,50853.2,51163.6,33.58,33054.55
DO1,Sump5,3/18/26 14:58,24.78,8.29,6.85,24.72,102.764,50780.8,51084.3,33.52,33007.49
DO1,Sump5,3/18/26 15:00,24.78,8.31,6.87,24.72,102.782,50736.5,51039.8,33.49,32978.74
DO1,Sump5,3/18/26 15:02,24.78,8.32,6.87,24.72,102.73,50750.5,51053.9,33.5,32987.84
DO1,Sump5,3/18/26 15:04,24.78,8.32,6.88,24.72,102.799,50756.7,51056.8,33.5,32991.83
DO1,Sump5,3/18/26 15:06,24.78,8.33,6.88,24.72,102.747,50741.6,51038.3,33.49,32982.02
DO1,Sump5,3/18/26 15:08,24.79,8.33,6.88,24.73,102.765,50727.6,51021,33.47,32972.91
DO1,Sump5,3/18/26 15:10,24.78,8.34,6.89,24.73,102.782,50727.6,51017.7,33.47,32972.91
DO1,Sump5,3/18/26 15:12,24.79,8.35,6.91,24.74,102.765,50713.6,50997.1,33.46,32963.81
DO1,Sump5,3/18/26 15:14,24.8,8.33,6.89,24.74,102.748,50741.6,51022,33.48,32982.02
DO1,Sump5,3/18/26 15:16,24.8,8.32,6.88,24.73,102.73,50706.4,50999.7,33.46,32959.13
DO1,Sump5,3/18/26 15:18,24.79,8.36,6.91,24.7,102.73,50768.5,51088.2,33.52,32999.51
DO1,Sump5,3/18/26 15:20,24.77,8.29,6.85,24.68,102.729,50742.6,51085.1,33.52,32982.72
DO1,Sump5,3/18/26 15:22,24.76,8.24,6.8,24.67,102.763,50730.2,51079.1,33.52,32974.61
DO1,Sump5,3/18/26 15:24,24.75,8.23,6.79,24.67,102.729,50788.6,51141.2,33.56,33012.61
DO1,Sump5,3/18/26 15:26,24.74,8.24,6.81,24.68,102.746,50743.3,51085.8,33.52,32983.15
DO1,Sump5,3/18/26 15:28,24.75,8.25,6.82,24.69,102.746,50730.4,51059.7,33.5,32974.76
DO1,Sump5,3/18/26 15:30,24.76,8.24,6.81,24.7,102.781,50725.4,51051.4,33.5,32971.49
DO1,Sump5,3/18/26 15:32,24.76,8.21,6.79,24.7,102.747,50762.8,51089,33.52,32995.82
DO1,Sump5,3/18/26 15:34,24.77,8.2,6.77,24.7,102.764,50776.8,51093.3,33.53,33004.93
DO1,Sump5,3/18/26 15:36,24.78,8.19,6.76,24.71,102.747,50785.8,51099.1,33.53,33010.77
DO1,Sump5,3/18/26 15:38,24.78,8.18,6.76,24.71,102.764,50811,51118,33.55,33027.16
DO1,Sump5,3/18/26 15:40,24.78,8.15,6.73,24.72,102.747,50817.2,51120.9,33.55,33031.16
DO1,Sump5,3/18/26 15:42,24.78,8.16,6.74,24.71,102.73,50780.8,51090.8,33.53,33007.49
DO1,Sump5,3/18/26 15:44,24.78,8.17,6.75,24.7,102.747,50826.2,51143,33.56,33037
DO1,Sump5,3/18/26 15:46,24.77,8.17,6.75,24.7,102.747,50784.7,51111.1,33.54,33010.05
DO1,Sump5,3/18/26 15:48,24.76,8.16,6.74,24.69,102.764,50794.8,51127.8,33.55,33016.61
DO1,Sump5,3/18/26 15:50,24.76,8.13,6.72,24.68,102.729,50804.9,51147.7,33.57,33023.17
DO1,Sump5,3/18/26 15:52,24.75,8.14,6.72,24.68,102.763,50766.7,51112.6,33.54,32998.38
